"EDWARD MARGUINA";"";"Tel: (58) (212) 6323345";"Av. Los Bucares, Casa 19 Piso 1. Prado De María Caracas, Venezuela";"Componentes Para Empaques Y Envases"
"LA CASA DEL PRECINTO, C.A.";"";"Tel: (58) (212) 2396969";"Cl. Capitolio, Edi.f Alpha, Local. 4, Boleita Sur, Caracas Caracas, Venezuela";"Componentes Para Empaques Y Envases"
"KORALITE";"";"Tel: (58) (212) 3600444";"Zona Ind La Guairita Guarenas, Venezuela";"Componentes Para Empaques Y Envases"
"MILTICOLOR STAMP";"";"Telefax: (58) (212) 2660514";"Av. Mis Encantos, 3a Tv. De Chacao Edif. Trevi, P.B., Local B (Fte. Hogar Croata) Caracas, Venezuela";"Componentes Para Empaques Y Envases"
"INVERSIONES NELSELL'S N & N, C.A.";"";"Tel: (58) (212) 9937387";"Av. Ppal De Las Mercedes, Fte. A Pollo Arturo's Edif. Avila. P.B. Caracas, Venezuela";"Componentes Para Empaques Y Envases"
"SELLOS MAYLIR, C.A.";"";"Tel: (58) (212) 5643436";"La Candelaria Caracas, Venezuela";"Componentes Para Empaques Y Envases"
"SELLOS PRINT, S.R.L.";"";"Tel: (58) (243) 2463082";"Frente A Mampa Av. Aragua, San Miguel Maracay, Venezuela";"Componentes Para Empaques Y Envases"
"SELLOS RAF S.R.L.";"";"Tel: (58) (212) 2673663";"3ra. Tv. Mis Encantos Edif. Los Milagros B, Loc. D, Chacao Caracas, Venezuela";"Componentes Para Empaques Y Envases"
"PR PLASTICOS, C.A.";"";"Tel: (58) (212) 3446224";"Cl. 3, Zoma Industrial Terrinca Guatire, Venezuela";"Componentes Para Empaques Y Envases"
"SELLOMAT, C.A.";"";"Tel: (58) (243) 5530548";"Maracay Maracay, Venezuela";"Componentes Para Empaques Y Envases"
"C.I.P. 11 RL";"";"Tel: (58) (212) 2563855";"Cl. terepaima, El Llanito Caracas, Venezuela";"Componentes Para Empaques Y Envases"
"SOUVENIR PRIORIDAD EN SERVICIO";"";"Tel: (58) (243) 8686334";"Maracay Maracay, Venezuela";"Componentes Para Empaques Y Envases"
"FABER CASTELL";"";"Tel: (58) (212) 2427749";"Cl. 4 Con Cl. 8, Edif. Tepal, La Urbina -Ccs Caracas, Venezuela";"Componentes Para Empaques Y Envases"
"AUTOMATIK VE C.A.";"";"Tel: (58) (212) 6933745";"Av. La facultad, Los Chaguaramos Caracas, Venezuela";"Componentes Para Empaques Y Envases"
"TECHCOLOR GRAPHIS, C.A.";"";"Tel: (58) (281) 2675447";"Bella Vista, Bella Vista Puerto de  la Cruz, Venezuela";"Componentes Para Empaques Y Envases"
"SELLOGRAFÙA ORIENTE, C.A.";"";"Telefax: (58) (281) 2759244";"Av.Cajigal, Frente a La Casa Sindical Barcelona, Venezuela";"Componentes Para Empaques Y Envases"
"PANORAMA";"";"Tel: (58) (261) 7256833";"Av. 15(Las Delicias)No 95-60 Maracaibo, Venezuela";"Componentes Para Empaques Y Envases"
"IMPRESOS LAS CUMBRES C.A.";"";"Tel: (58) (274) 2529492";"Pasaje Ayacucho Mérida, Venezuela";"Componentes Para Empaques Y Envases"
"COMERCIALIZADORA ROPIHER SHOES";"";"Tel: (58) (274) 2660074";"Av. Andrés Bello C.C. Las Tapias Local 03, Planta Baja Mérida, Venezuela";"Componentes Para Empaques Y Envases"
"COMPUTER SYSTEM C.A";"";"Tel: (58) (212) 2343209";"El Marqués Caracas, Venezuela";"Computadores"
"CORPORACIÓN INACOM S.A";"";"Tel: (58) (212) 2572576";"La Urbina Caracas, Venezuela";"Computadores"
"CORPORACIÓN HERA C.A";"";"Tel: (58) (212) 9530339";"El Rosal Caracas, Venezuela";"Computadores"
"INFRARED SERVICE C.A";"";"Tel: (58) (212) 4517310";"El Paraíso Caracas, Venezuela";"Computadores"
"NEXUS C.A";"";"Tel: (58) (212) 7636661";"Sabana Grande Caracas, Venezuela";"Computadores"
"INVERSIONES MINI";"";"Tel: (58) (212) 5755076";"Av Mexico Caracas, Venezuela";"Computadores"
"AQUADYNE GROUP, C.A.";"";"Tel: (58) (212) 7938179";"Av. Lincoln, Plaza Venezuela Caracas, Venezuela";"Computadores"
"CORPORACIÓN CICLHOS";"";"Tel: (58) (212) 9596271";"Chuao Caracas, Venezuela";"Computadores"
"CORPORACIÓN GRAPHIQUEURS C.A";"";"Tel: (58) (212) 2857938";"Los Dos Caminos Caracas, Venezuela";"Computadores"
"ANNESA ELECTRONICS C.A.";"";"Tel: (58) (212) 2347189";"Horizonte Caracas, Venezuela";"Computadores"
"SICOM IMPORT C.A";"";"Tel: (58) (212) 2350534";"Boleita Caracas, Venezuela";"Computadores"
"ORGANIZACIÓN MICRONET C.A";"";"Tel: (58) (212) 9538779";"Chacaíto Caracas, Venezuela";"Computadores"
"YBT INC, C.A.";"";"Tel: (58) (241) 8264196";"Av. Bolívar Norte, C.C. El Camoruco, PB, Local 8, Valencia, Edo Carabobo Valencia, Venezuela";"Computadores"
"IMPORTADORA Y DISTRIBUIDORA KOMPUS C.A";"";"Tel: (58) (212) 7068567";"Sabana Grande Caracas, Venezuela";"Computadores"
"SUMA DATA TECHNOLOGY C.A";"";"Tel: (58) (212) 2422311";"La Urbina Caracas, Venezuela";"Computadores"
"NET LEASING 97 C.A";"";"Tel: (58) (212) 2393319";"Boleita Caracas, Venezuela";"Computadores"
"NEW TECNOLOGY C.A";"";"Tel: (58) (212) 2355694";"Boleita Caracas, Venezuela";"Computadores"
"XTRALOGISTIC C.A";"";"Tel: (58) (212) 7622879";"Av Casanova, Sabana Grande Caracas, Venezuela";"Computadores"
"CORP FULLMEDIA COMPUTER 2003";"";"Tel: (58) (212) 2670070";"Bello Campo Caracas, Venezuela";"Computadores"
"SOLUCOMPUTER C.A";"";"Tel: (58) (212) 2580304";"Cnas De Los Ruices Caracas, Venezuela";"Computadores"
"APOLO COMPUTER";"";"Tel: (58) (212) 7620011";"Sabana Grande Caracas, Venezuela";"Computadores"
"COMPUDENA C.A";"";"Tel: (58) (212) 2412309";"La Urbina Caracas, Venezuela";"Computadores"
"MICOST 3000";"";"Tel: (58) (212) 9596577";"Chuao Caracas, Venezuela";"Computadores"
"ELÉCTRONICA Y COMPUTACIÓN CE & CAR C.A";"";"Tel: (58) (212) 5714450";"Guaicaipuro Caracas, Venezuela";"Computadores"
"ENNO COMPUTACIÓN";"";"Tel: (58) (212) 2860065";"Los Dos Caminos Caracas, Venezuela";"Computadores"
"INVERSIONES INFORSOLUTION 79 C.A";"";"Tel: (58) (212) 2351141";"Cl Vargas, Bolívar Sur Caracas, Venezuela";"Computadores"
"LOGAR SISTEMAS C.A";"";"Tel: (58) (212) 9441743";"Manzanares Caracas, Venezuela";"Computadores"
"SOLOLAPTO C.A";"";"Tel: (58) (212) 8162745";"El Junquito Caracas, Venezuela";"Computadores"
"SOLUCIONES POS VENEZUELA C.A";"";"Tel: (58) (212) 2394795";"Av Romulo Gallegos Torre Serman Ph2 Los Dos Caminos, Caracas Caracas, Venezuela";"Computadores"
"TALLARD TECNOLOGY DE VENEZUELA C.A";"";"Tel: (58) (212) 9595711";"Chuao Caracas, Venezuela";"Computadores"
"WINCOR NIXDORS C.A";"";"Tel: (58) (212) 7941818";"Plaza Venezuela Caracas, Venezuela";"Computadores"
"COMPONIX";"";"Tel: (58) (212) 2379014";"Boleita Caracas, Venezuela";"Computadores"
"MICROTÉCNICA & SERVICE, C.A.";"";"Tel: (58) (243) 5535349";"Av Bolívar Oeste No. 165-B Maracay, Venezuela";"Computadores"
"CENTRO TÉCNICO ABACO C.A";"";"Tel: (58) (212) 9534413";"El Rosal Caracas, Venezuela";"Computadores"
"FIVETRONICA ELECTRONICA C.A";"";"Tel: (58) (212) 2679647";"Chacao Caracas, Venezuela";"Computadores"
"GRI INFORMATICA C.A";"";"Tel: (58) (212) 2641413";"Chacao Caracas, Venezuela";"Computadores"
"INFO SOLUTIONS FG C.A";"";"Tel: (58) (212) 8643063";"Altagracia, Caracas Caracas, Venezuela";"Computadores"
"EDC MEGA C.A";"";"Tel: (58) (212) 2837945";"12 De Febrero Caracas, Venezuela";"Computadores"
"REPARACIONES ALEJANDRO FREITES";"";"Tel: (58) (212) 9533307";"Bello Monte Caracas, Venezuela";"Computadores"
"LA RED COMPUTACIÓN, C.A.";"";"Tel: (58) (243) 2364923";"C.C. Pelícano, Frente a Sudantex Av Bermúdez Maracay, Venezuela";"Computadores"
"MINOS CYBERSHOP & CAFÉ, C.A.";"";"Tel: (58) (292) 3371747";"Calle P.Minicentro San Judas Tadeo Loc.1-4. Urb. Canaima Punta de Mata, Venezuela";"Computadores"
"VEPACON C.A";"";"Tel: (58) (212) 2418844";"La Urbina Caracas, Venezuela";"Computadores"
"SOLUCIONES TECNOLOGICAS C.A";"";"Tel: (58) (212) 7533657";"Cnas De Bello Monte Caracas, Venezuela";"Computadores"
"MINISISTEMAS DE COMPUTACIÓN C.A";"";"Tel: (58) (212) 2375585";"Los Ruices Caracas, Venezuela";"Computadores"
"MARKEMER S.A";"";"Tel: (58) (212) 5650096";"Altagracia Caracas, Venezuela";"Computadores"
"MERLIN DESARROLLO DE CIUDAD VIRTUAL VENEZUELA C.A";"";"Tel: (58) (212) 9524482";"Av Fco De Miranda, El Rosal Caracas, Venezuela";"Computadores"
"DIMACORP C.A";"";"Tel: (58) (212) 9530327";"El Rosal Caracas, Venezuela";"Computadores"
"PC FACTORY 74 C.A";"";"Tel: (58) (212) 2651767";"Altamira Caracas, Venezuela";"Computadores"
"EDUGRAPH.COM";"";"Tel: (58) (274) 2442663";"Merida Mérida, Venezuela";"Computadores"
"SISTEMAS LOGITRON S.A";"";"Tel: (58) (212) 2430922";"Cl 2 Torre Emsa Piso 6 Ofic 6-B La Urbina, Caracas Caracas, Venezuela";"Computadores"
"COMPUTACIÓN MASTER LINE C.A";"";"Tel: (58) (212) 7532092";"12 de Febrero Caracas, Venezuela";"Computadores"
"CINTAS Y ROLLOS RIOS, S.A";"";"Tel: (58) (261) 7593506";"La Limpia Maracaibo, Venezuela";"Computadores"
"COMPUTO CANAL DE MERCADEO C.A";"";"Tel: (58) (212) 2846178";"Los Dos Caminos Caracas, Venezuela";"Computadores"
"MICROS SISTEMAS DE MICROCOMPUTACIÓN";"";"Tel: (58) (212) 5763577";"La Cadelaria Caracas, Venezuela";"Computadores"
"CORPORACIÓN OPTISISTEMAS, C.A.";"";"Tel: (58) (243) 2188850";"Av Las Delicias Maracay, Venezuela";"Computadores"
"COMTELSIST C.A";"";"Tel: (58) (212) 8611952";"Altavista Caracas, Venezuela";"Computadores"
"VENEZOLANA DE INDUSTRIA TECNOLOGICA";"";"Tel: (58) (212) 9595986";"Av Ernesto Blohn, Chuao Caracas, Venezuela";"Computadores"
"MAGOZ PC.COM C.A";"";"Tel: (58) (212) 8318266";"Parque Central Edif El Tejar Nivel Ofic 1 Ofic 106 Caracas, Venezuela";"Computadores"
"MRVS COMPUTACIÓN, C.A.";"";"Tel: (58) (241) 8244927";"C.C. Monteblanco, Piso 1, Loc 37-38 Valencia, Venezuela";"Computadores"
"BDA VENEZUELA, C.A.";"";"Tel: (58) (241) 8320177";"Av Montilla, C.C. Páez Mini Comercio Martín, Loc 5 Los Guayos Valencia, Venezuela";"Computadores"
"KYANET C.A";"";"Tel: (58) (212) 3616872";"Menca De Leoni, Guarenas Guarenas, Venezuela";"Computadores"
"SISNES SOFT C.A";"";"Tel: (58) (212) 2444921";"Av Murachi, La California Caracas, Venezuela";"Computadores"
"COMPU CD JC INTERNATIONAL C.A";"";"Tel: (58) (212) 5767372";"La Candelaria Caracas, Venezuela";"Computadores"
"GRUPO OCTAGÓN C.A";"";"Tel: (58) (212) 7610902";"Sabana Grande Caracas, Venezuela";"Computadores"
"EQUIPO Y SISTEMAS 18 C.A";"";"Tel: (58) (212) 7941563";"Los Caobos Caracas, Venezuela";"Computadores"
"CORPORACIÓN MIRO SYSTEMS C.A";"";"Tel: (58) (212) 2437187";"Zona Ind La Urbina Cl 6 Edif Eurotrop Pb L-2 (Subiendo Por Las Escaleras Verdes), Caracas Caracas, Venezuela";"Computadores"
"GEO PC DE VENEZUELA C.A";"";"Tel: (58) (212) 2631757";"Chacao Caracas, Venezuela";"Computadores"
"CYBER CENTER JAIR 2060 C.A";"";"Tel: (58) (212) 6327668";"Las Acacias Caracas, Venezuela";"Computadores"
"TE COMUNICO SERVICIOS CS";"";"Tel: (58) (212) 4513995";"El Paraíso Caracas, Venezuela";"Computadores"
"MICROWEB 18 DE VENEZUELA C.A";"";"Tel: (58) (212) 2639225";"Chacao Caracas, Venezuela";"Computadores"
"CENTRO DE COMPUTACIÓN JESSDENN";"";"Tel: (58) (212) 3623418";"12 De Febrero Caracas, Venezuela";"Computadores"
"OPERACIÓN GAMES";"";"Tel: (58) (212) 2353328";"Sabucán Caracas, Venezuela";"Computadores"
"ALL-STAR COMPUTERS";"";"Tel: (58) (212) 9592680";"Chuao Caracas, Venezuela";"Computadores"
"IMPERNEUGOR";"";"Tel: (58) (212) 2376419";"12 De Febrero Caracas, Venezuela";"Computadores"
"IMPORTACIONES DERCOMP C.A";"";"Tel: (58) (212) 7633271";"Sabana Grande Caracas, Venezuela";"Computadores"
"FANTASÍA COMPUTER CELULAR, C.A.";"";"Tel: (58) (244) 3222509";"Cl Páez, C.C. La Fontana, Pb, Loc 25 La Victoria, Venezuela";"Computadores"
"K-PC COMPUTACIÓN C.A";"";"Tel: (58) (212) 9511416";"12 De Febrero Caracas, Venezuela";"Computadores"
"TELEMIC COMPUTACIÓN 001 C.A";"";"Tel: (58) (212) 9932497";"Las Mercedes Caracas, Venezuela";"Computadores"
"CORPORACIÓN SKB";"";"Tel: (58) (212) 6930963";"Los Chaguaramos Caracas, Venezuela";"Computadores"
"L M REX COMPUTER C.A";"";"Tel: (58) (212) 5752648";"La Candelaria Caracas, Venezuela";"Computadores"
"AMERICA COMPUTER IMPORT, C.A.";"";"Telefax: (58) (243) 2328498";"Av Las Delicias, C.C. Las Américas, Nivel Mezzanina, Local Mz-4, Maracay, Estado Aragua Maracay, Venezuela";"Computadores"
"A & P SERVICIO DE COMPUTACIÓN";"";"Tel: (58) (212) 6621839";"Los Chaguaramos Caracas, Venezuela";"Computadores"
"HGB COMPUTER";"";"Tel: (58) (212) 7623491";"Sabana Grande Caracas, Venezuela";"Computadores"
"IT PROJECTS C.A";"";"Tel: (58) (212) 2662893";"Chacao Caracas, Venezuela";"Computadores"
"TECNOLOGÍA Y SERVICIO IMS LI";"";"Tel: (58) (212) 5763710";"Guaicaipuro Caracas, Venezuela";"Computadores"
"CORPORACIÓN DE AMPARO C.A";"";"Tel: (58) (212) 7817690";"Sabana Grande Caracas, Venezuela";"Computadores"
"MSG COMPUTACIÓN GERENCIAL C.A";"";"Tel: (58) (212) 9510322";"El Rosal Caracas, Venezuela";"Computadores"
"KCC C.A";"";"Tel: (58) (212) 9516707";"Bello Monte Caracas, Venezuela";"Computadores"
"ISONIC DE VENEZUELA C.A";"";"Tel: (58) (212) 9851560";"Av Circunvalación Del Sol, El Cafetal Caracas, Venezuela";"Computadores"
"MICROCOM SISTEM 2020 C.A";"";"Tel: (58) (212) 7939991";"Los Caobos Caracas, Venezuela";"Computadores"
"RTS MICRO ASESORES EMPRESARIALES X1 C.A";"";"Tel: (58) (212) 2376917";"El Marqués Caracas, Venezuela";"Computadores"
"DISTRIBUIDORA COMASYST C.A";"";"Tel: (58) (212) 2327085";"12 De Febrero Caracas, Venezuela";"Computadores"
"TELNET, S.A.";"";"Telefax: (58) (261) 7932480";"Maracaibo Maracaibo, Venezuela";"Computadores"
"ACCESORIOS Y SUMINISTROS INTEGRALES ASI C.A";"";"Tel: (58) (212) 5378995";"Av Fco De Miranda Edif Ctro Empresarial Miranda Piso 1 Ofic 16, Caracas Caracas, Venezuela";"Computadores"
"REPRESENTACIONES WESTPAC COMPUTER C.A";"";"Tel: (58) (212) 7940093";"Florida Caracas, Venezuela";"Computadores"
"APOYO TOTAL PC C.A";"";"Tel: (58) (212) 5519436";"San Bernardino Caracas, Venezuela";"Computadores"
"CENTRO DE COMPUTACIÓN MPS C.A";"";"Tel: (58) (212) 2489419";"Bolívar, Charallave Caracas, Venezuela";"Computadores"
"SUDIPE, S.R.L.";"";"Tel: (58) (241) 8591578";"Av Lara Valencia, Venezuela";"Computadores"
"INTERCLONES C.A";"";"Tel: (58) (212) 2660998";"Chacao Caracas, Venezuela";"Computadores"
"TMC THE MAGIC COMPUTER C.A";"";"Tel: (58) (212) 2388211";"Los Ruices Caracas, Venezuela";"Computadores"
"OFICINA TÉCNICA A WEIL C.A";"";"Tel: (58) (212) 7829516";"Plaza Venezuela Caracas, Venezuela";"Computadores"
"NÚÑEZ T, FRANCISCO A";"";"Tel: (58) (212) 7618773";"Bello Monte Caracas, Venezuela";"Computadores"
"CORPO GRAMAR, C.A.";"";"Tel: (58) (241) 8588781";"Cl Vargas Valencia, Venezuela";"Computadores"
"PINO OFERTA";"";"Tel: (58) (212) 6323566";"Prado De María Caracas, Venezuela";"Computadores"
"GALODATA C.A";"";"Tel: (58) (212) 2846944";"Los Palos Grandes Caracas, Venezuela";"Computadores"
"MULTISERVICIOS COMPUTACIONALES M.B.";"";"Tel: (58) (285) 6542150";"Av. 7 De Diciembre, Centro Ciudad Bolivar, Venezuela";"Computadores"
"MISTER CHILINO COMPUTACIÓN";"";"Tel: (58) (239) 2255701";"Miranda, Ocumare Del Tuy Ocumare del Tuy, Venezuela";"Computadores"
"DATA CHIP COMPUTER";"";"Tel: (58) (212) 2484562";"Bolívar, Charallave Caracas, Venezuela";"Computadores"
"MAD COMPUTACIONES GF C.A";"";"Tel: (58) (212) 3832910";"Carrizales, Carrizal Carrizal, Venezuela";"Computadores"
"VENSIEL C.A";"";"Tel: (58) (212) 7632191";"Las Delicias Caracas, Venezuela";"Computadores"
"UNICORP COMERCIALIZACIÓN C.A";"";"Tel: (58) (212) 9791218";"Santa Fe Caracas, Venezuela";"Computadores"
"TUKEKEWARE";"";"Tel: (58) (212) 9853733";"Los Naranjos Caracas, Venezuela";"Computadores"
"ADVANCED POS TECHNOLOGY C.A";"";"Tel: (58) (212) 2375760";"Ac Fco De Miranda, La California Norte Caracas, Venezuela";"Computadores"
"SUPLIDORA AB C.A";"";"Tel: (58) (212) 9935422";"LAS MERCEDES, CALLE MUCUCHIES, EDIF.JIMMY, PISO 2 .OFICINA 9, CARACAS Caracas, Venezuela";"Computadores"
"P&P CONNECTIONS COMPUTERS, S.A.";"";"Tel: (58) (243) 2358107";"Av Aragua Este, Fundación Mendoza Maracay, Venezuela";"Computadores"
"MEMOREX TELEX DE VENEZUELA C.A";"";"Tel: (58) (212) 2380011";"Av Francisco De Miranda, Boleita Caracas, Venezuela";"Computadores"
"MAC PC EXPRESS";"";"Tel: (58) (212) 9937051";"Las Mercedes Caracas, Venezuela";"Computadores"
"LRI AMARA ISEA Y ASOCIADOS";"";"Tel: (58) (212) 7628648";"Bello Monte Caracas, Venezuela";"Computadores"
"LINKIT SUPPORT C.A";"";"Tel: (58) (212) 5423050";"Esq. De Hoyo Santa Teresa Caracas, Venezuela";"Computadores"
"LIGHT COMPUTER C.A";"";"Tel: (58) (212) 2658313";"Chacao Caracas, Venezuela";"Computadores"
"JIMENEZ BIENCHI C.A";"";"Tel: (58) (212) 6902634";"Los Chaguaramos Caracas, Venezuela";"Computadores"
"GRUPO L'MONT INTERNATIONAL C.A";"";"Tel: (58) (212) 6903145";"Santa Mónica Caracas, Venezuela";"Computadores"
"TODO CLOMCOM";"";"Tel: (58) (212) 7538246";"Cnas De Bello Monte Caracas, Venezuela";"Computadores"
"COMPUTER 2060 C.A";"";"Tel: (58) (212) 5765673";"La Candelaria Caracas, Venezuela";"Computadores"
"SUMINISTROS DE COMPUTACIÓN MAGESYS C.A";"";"Tel: (58) (212) 7636858";"La Campiña Caracas, Venezuela";"Computadores"
"PRAGMA MICROSISTEMAS S.A";"";"Tel: (58) (212) 2653569";"Altamira Caracas, Venezuela";"Computadores"
"COMPUTACIÓN JI 2005 C.A";"";"Tel: (58) (212) 2764830";"Parque Carabobo Caracas, Venezuela";"Computadores"
"MICROSOFT TECNO SERVICE";"";"Tel: (58) (212) 9931450";"Chuao Caracas, Venezuela";"Computadores"
"CC BINARY";"";"Tel: (58) (212) 9590077";"Chuao Caracas, Venezuela";"Computadores"
"INSTITUTO DE INFORMATICA MANUEL GUAL";"";"Tel: (58) (212) 3317123";"Maiquetia Caracas, Venezuela";"Computadores"
"CORPORACIÓN MACCITY";"";"Tel: (58) (212) 2345854";"Los Ctjos De Lourdes Caracas, Venezuela";"Computadores"
"COMPUSALE, C.A.";"";"Tel: (58) (241) 8244632";"Av Paseo Cabriales Torre Movilnet, P.B. Valencia, Venezuela";"Computadores"
"SUPPLY NATIONAL DE VENEZUELA, C.A.";"";"Telefax: (58) (243) 2694372";"Av Intercomunal, La Morita Maracay, Venezuela";"Computadores"
"T1LAN C.A";"";"Tel: (58) (212) 9615429";"Lomas De La Lagunita Caracas, Venezuela";"Computadores"
"PROMOCIONES ALDIFA C.A";"";"Tel: (58) (212) 2392172";"Los Ctjos De Lourdes Caracas, Venezuela";"Computadores"
"SPARK COMPUTER 3000";"";"Tel: (58) (212) 3736772";"Panamericana, S Antonio De L Altos San Antonio De Los Altos, Venezuela";"Computadores"
"MICROSISTEMAS Y DESARROLLOS PV SOFT MD C.A";"";"Tel: (58) (212) 2513347";"Palo Verde Caracas, Venezuela";"Computadores"
"CONMPUTIC C.A";"";"Tel: (58) (212) 2352405";"Boleita Caracas, Venezuela";"Computadores"
"SISTEMAS CORREIA C.A";"";"Tel: (58) (212) 6714973";"El Valle Caracas, Venezuela";"Computadores"
"SERVICIOS PROCOMSERVEN C.A";"";"Tel: (58) (212) 3527875";"Catia La Mar, Maiquetia Caracas, Venezuela";"Computadores"
"DISTRIBUIDORA COMPUMAX";"";"Tel: (58) (212) 3626264";"Trapichito, Guarenas Guarenas, Venezuela";"Computadores"
"SERVICIOS PUQUÍN S.R.L";"";"Tel: (58) (212) 7531775";"Cnas De Bello Monte Caracas, Venezuela";"Computadores"
"VENESIS CHACAÍTO";"";"Tel: (58) (212) 9525527";"Chacaíto Caracas, Venezuela";"Computadores"
"MERLIN";"";"Tel: (58) (212) 9523413";"Campo Alegre Caracas, Venezuela";"Computadores"
"COMPUTACIÓN HEYES C.A";"";"Tel: (58) (212) 2370218";"Boleita Caracas, Venezuela";"Computadores"
"VIRTUALDATA C.A";"";"Tel: (58) (212) 2640257";"Chacao Caracas, Venezuela";"Computadores"
"DAMARK";"";"Tel: (58) (212) 2381141";"Montecristo Caracas, Venezuela";"Computadores"
"COMPAQ";"";"Tel: (58) (212) 9538844";"Chacaíto Caracas, Venezuela";"Computadores"
"DH & HH SOFTWARE C.A";"";"Tel: (58) (212) 6324615";"Los Castaños Caracas, Venezuela";"Computadores"
"DISTRIBUIDORA NOGUER S.R.L";"";"Tel: (58) (212) 2861921";"12 De Febrero Caracas, Venezuela";"Computadores"
"ACS LIBERTADOR C.A";"";"Tel: (58) (212) 7316502";"La Florida Caracas, Venezuela";"Computadores"
"ELECTRONICA DATA SISTEMS DE VENEZUELA C.A";"";"Tel: (58) (212) 9538227";"El Rosal Caracas, Venezuela";"Computadores"
"ESC C.A";"";"Tel: (58) (212) 2856717";"Santa Eduvigis Caracas, Venezuela";"Computadores"
"ESTUDIOS Y PROYECTOS DE COMPUTACIÓN EPICOM";"";"Tel: (58) (212) 5630708";"Centro Caracas, Venezuela";"Computadores"
"GRUPO LORD'S C.A";"";"Tel: (58) (212) 9520977";"El Rosal Caracas, Venezuela";"Computadores"
"MAC PERIPHERALS CORPORATION S.A";"";"Tel: (58) (212) 2343255";"Horizonte Caracas, Venezuela";"Computadores"
"DISTRIBUIDORA DISMAR 707 C.A";"";"Tel: (58) (212) 5511838";"San Bernardino Caracas, Venezuela";"Computadores"
"SISTEMAS OVARSIS C.A";"";"Tel: (58) (212) 4436483";"Montalbán Caracas, Venezuela";"Computadores"
"COMPU TEACH C.A";"";"Tel: (58) (212) 2376451";"Boleita Caracas, Venezuela";"Computadores"
"COPYCOM TECNOLOGY";"";"Tel: (58) (212) 4431228";"Montalbán Caracas, Venezuela";"Computadores"
"YEST COMPUTACIÓN C.A";"";"Tel: (58) (212) 7935685";"Las Palmas Caracas, Venezuela";"Computadores"
"EL PRIMERSITIO.COM";"";"Tel: (58) (212) 3346863";"Av 5 Los Palos Grandes, Caracas Caracas, Venezuela";"Computadores"
"DALCO S.A";"";"Tel: (58) (212) 9934963";"Las Mercedes Caracas, Venezuela";"Computadores"
"SOFTECH SISTEMAS";"";"Tel: (58) (212) 7934444";"Plaza Venezuela Caracas, Venezuela";"Computadores"
"COMPU EXPRESS TGS C.A";"";"Tel: (58) (212) 3711931";"Av Perimental, Sa Antonio De Los Altos San Antonio De Los Altos, Venezuela";"Computadores"
"SISTEMAS EFUM C.A";"";"Tel: (58) (212) 9925237";"Chuao Caracas, Venezuela";"Computadores"
"OXIDOR C.A";"";"Tel: (58) (212) 9939106";"Las Mercedes Caracas, Venezuela";"Computadores"
"G & M DE VENEZUELA";"";"Tel: (58) (212) 9593873";"Chuao Caracas, Venezuela";"Computadores"
"MOLHER NETWORKING SERVICES C.A";"";"Tel: (58) (212) 7632270";"Boulevard De Sabana Grande Edif Araure Piso 1 Ofic 104 Sabana Grande, Caracas Caracas, Venezuela";"Computadores"
"MILENIUM C.A";"";"Tel: (58) (212) 9923333";"Las Mercedes Caracas, Venezuela";"Computadores"
"SOLUCIONES COMPUTARIZADAS S.A";"";"Tel: (58) (212) 4816050";"12 De Febrero Caracas, Venezuela";"Computadores"
"SYH ELECTRONICA C.A";"";"Tel: (58) (212) 7930220";"Av Andrés Bello, Maripérez Caracas, Venezuela";"Computadores"
"ANÁLISIS MÁRQUEZ & ASOCIADOS";"";"Tel: (58) (212) 9533980";"El Rosal Caracas, Venezuela";"Computadores"
"HP DE VENEZUELA";"";"Tel: (58) (212) 2788000";"Los Palos Grandes Caracas, Venezuela";"Computadores"
"MICROSTAR SAMBIL MARGARITA";"";"Tel: (58) (285) 2602640";"Av.Jobito villalba Centro comercial Sambil Margarita Local T-7 Porlamar Ciudad Bolivar, Venezuela";"Computadores"
"INTERGRAPH";"";"Tel: (58) (212) 9595344";"Chuao Caracas, Venezuela";"Computadores"
"IBM DE VENEZUELA S.A";"";"Tel: (58) (212) 9020111";"Chuao Caracas, Venezuela";"Computadores"
"TUMAYOR.COM";"";"Tel: (58) (212) 2327235";"El Marqués Caracas, Venezuela";"Computadores"
"WEB HYM SISTEM";"";"Tel: (58) (212) 7540680";"Cnas De Bello Monte Caracas, Venezuela";"Computadores"
"LATIN COMPUTER, C.A.";"";"Tel: (58) (243) 2475712";"Av Mariño Sur, No. 139 Maracay, Venezuela";"Computadores"
"DISTRIBUIDORA MJVA C.A";"";"Tel: (58) (212) 2384529";"Bolívar Sur Caracas, Venezuela";"Computadores"
"SOLUCIONES EDUCATIVAS PC 3000 C.A";"";"Tel: (58) (212) 7614494";"Sabana Grande Caracas, Venezuela";"Computadores"
"IBC MARKETING";"";"Tel: (58) (212) 9099955";"Los Dos Caminos Caracas, Venezuela";"Computadores"
"SPICE CONSULTING GROUP 72 C.A";"";"Tel: (58) (212) 2377974";"Los Ruices Caracas, Venezuela";"Computadores"
"TV COMPUTER 2026 C.A";"";"Tel: (58) (212) 7940863";"Plaza Venezuela Caracas, Venezuela";"Computadores"
"CTRO INT. DE TELEC CENISTEL";"";"Tel: (58) (212) 4513796";"El Paraíso Caracas, Venezuela";"Computadores"
