id,Precio Nuevo
012-1605-20,558
012-1605-21,558
012-1605-22,844
012-1605-23,844
012-1605-24,844
012-1605-25,844
012-1605-26,630
012-1605-27,630
012-1605-28,630
012-1605-29,630
012-1605-30,630
012-1605-31,630
012-1605-32,630
012-1605-33,630
012-1605-34,630
012-1605-35,630
012-1605-36,630
012-1605-37,630
012-1605-38,630
012-1605-39,630
012-1605-40,630
012-1605-41,630
012-1605-42,926
012-1605-43,926
012-1605-44,558
012-1605-45,558
012-1605-46,558
012-1605-47,558
012-1605-48,558
012-1605-49,558
012-1605-50,558
012-1605-51,558
012-1605-52,487
012-1605-53,487
012-1605-55,489
012-1605-56,844
012-1605-57,844
012-1605-58,844
012-1605-59,844
012-1605-60,926
012-1605-61,926
012-1605-62,926
012-1605-63,926
012-1605-64,926
012-1605-65,926
012-1605-66,489
012-1605-68,1143
012-1605-70,794
012-1605-71,794
012-1605-73,794
012-1605-74,719
012-1605-75,719
012-1605-77,719
012-1605-78,996
012-1605-79,996
012-1605-80,996
012-1605-81,996
012-1605-86,487
012-1607-00,418
012-1607-01,418
012-1607-02,418
012-1607-04,446
012-1607-06,418
012-1607-08,630
012-1607-09,630
012-1607-10,415
012-1607-11,415
012-1607-12,415
012-1607-13,415
012-1607-14,415
012-1607-15,415
012-1607-16,415
012-1607-17,415
012-1607-18,527
012-1607-19,527
012-1607-20,418
012-1607-21,418
012-1607-22,737
012-1607-23,1315
012-1607-24,415
012-1607-25,415
012-1607-26,415
012-1607-27,415
012-1607-28,418
012-1607-29,418
012-1607-30,418
012-1607-31,418
012-1607-32,738
012-1607-33,738
012-1607-34,1315
012-1607-36,418
012-1607-37,418
012-1608-01,674
012-1608-02,674
012-1608-03,674
012-1608-05,674
012-1608-06,763
012-1608-07,763
012-1608-08,418
012-1608-09,418
012-1608-10,763
012-1608-11,763
012-1608-12,418
012-1608-13,418
012-1608-14,531
012-1608-15,531
012-1608-16,674
012-1609-00,175
012-1609-01,175
012-1609-02,397
012-1609-03,397
012-1609-04,315
012-1609-05,315
012-1609-06,559
012-1609-09,559
012-1609-10,674
012-1609-11,397
012-1609-12,418
012-1609-13,418
012-1609-14,531
012-1609-15,531
012-1609-17,559
012-1609-23,418
012-1609-25,446
012-1702-00,737
012-1702-01,737
012-1805-00,446
012-1805-01,446
012-1805-02,446
012-1805-03,446
012-1805-05,446
012-1806-00,897
012-1806-01,897
012-1901-00,315
012-1901-01,315
012-1901-02,559
012-1901-03,559
012-1901-04,559
012-1901-05,559
012-1901-08,277
012-1902-00,344
012-1902-01,344
012-1904-00,415
012-1904-01,415
012-1904-02,415
012-1904-03,415
012-1905-00,139
012-1905-01,139
012-1905-02,20
012-1905-03,39
012-1905-04,216
012-1905-05,81
012-1905-06,45
012-1905-07,45
012-1905-08,45
012-1905-09,45
012-1905-10,146
012-1905-12,183
012-1905-13,74
012-1905-14,20
012-1905-15,24
012-1905-16,13
012-1905-17,20
012-1905-18,27
012-1905-20,118
012-1905-21,40
012-1905-22,40
012-1905-23,40
012-1913-00,146
012-1913-01,146
012-1915-00,393
012-1915-03,393
012-1915-05,393
012-2006-00,536
012-2006-01,536
012-2006-02,489
012-2006-03,489
012-2006-04,487
012-2006-05,84
012-2015-00,68
012-2015-01,281
012-2201-00,132
012-2201-01,132
012-2201-02,196
012-2201-03,196
012-2201-04,175
012-2201-05,175
012-2201-06,202
012-2201-07,202
012-2201-08,132
012-2201-09,132
012-2201-10,175
012-2201-11,175
012-2201-12,54
012-2201-13,132
012-2201-14,202
012-2201-18,54
012-2201-19,54
012-2201-20,132
012-2201-23,54
012-2203-00,232
012-2203-01,232
012-2203-02,232
012-2203-03,232
012-2203-04,183
012-2203-05,183
012-2203-06,202
012-2203-07,202
012-2203-10,910
012-2203-11,910
012-2203-12,839
012-2203-13,839
012-2204-00,230
012-2204-01,230
012-2204-02,120
012-2204-03,120
012-2204-04,24
012-2204-05,24
012-2204-06,230
012-2204-07,230
012-2204-08,24
012-2204-10,120
012-2204-11,120
012-2204-12,54
012-2204-13,54
012-2204-14,665
012-2204-15,469
012-2204-16,210
012-2204-17,371
012-2205-00,315
012-2205-01,315
012-2205-02,315
012-2205-03,315
012-2205-04,446
012-2205-05,446
012-2205-07,446
012-2207-00,98
012-2207-01,98
012-2208-02,193
012-2208-03,193
012-2208-04,446
012-2208-05,446
012-2301-00,228
012-2301-01,228
012-2301-02,228
012-2301-03,228
012-2301-04,202
012-2301-05,202
012-2301-06,202
012-2301-09,202
012-2302-00,344
012-2302-01,344
012-2302-02,183
012-2302-03,183
012-2302-04,371
012-2302-05,371
012-2302-06,526
012-2302-07,526
012-2302-08,526
012-2302-09,526
012-2302-10,526
012-2302-11,526
012-2302-12,526
012-2302-13,526
012-2302-14,110
012-2302-15,110
012-2302-16,110
012-2302-17,110
012-2302-18,371
012-2302-19,371
012-2302-20,110
012-2302-21,110
012-2302-22,384
012-2302-23,384
012-2302-24,268
012-2302-25,268
012-2302-26,268
012-2302-27,268
012-2302-28,236
012-2302-29,236
012-2302-30,123
012-2302-31,123
012-2302-32,565
012-2302-35,565
012-2302-36,565
012-2305-00,138
012-2305-01,138
012-2305-02,67
012-2305-03,67
012-2305-04,107
012-2305-05,107
012-2305-06,70
012-2305-07,70
012-2305-08,102
012-2305-09,102
012-2305-10,45
012-2305-11,45
012-2305-12,50
012-2305-13,50
012-2305-14,148
012-2305-17,43
012-2305-18,43
012-2305-19,35
012-2305-20,20
012-2305-21,124
012-2305-23,45
012-2305-24,59
012-2305-25,20
012-2305-26,20
012-2305-27,20
012-2305-28,50
012-2305-29,16
012-2305-30,16
012-2305-31,16
012-2305-32,16
012-2305-33,16
012-2305-34,50
012-2305-36,146
012-2305-37,146
012-2305-38,50
012-2305-41,232
012-2305-42,20
012-2305-43,20
012-2305-44,20
012-2306-00,103
012-2306-01,103
012-2306-02,321
012-2306-03,321
012-2306-04,103
012-2306-05,103
012-2306-07,103
012-2307-00,88
012-2307-01,88
012-2307-02,241
012-2307-03,955
012-2307-04,531
012-2307-05,531
012-2307-06,415
012-2307-07,415
012-2307-12,402
012-2307-13,402
012-2307-14,1388
012-2307-15,1388
012-2307-16,246
012-2310-00,250
012-2310-01,250
012-2310-02,250
012-2310-03,250
012-2310-04,110
012-2310-05,110
012-2310-08,545
012-2310-09,545
012-2310-10,545
012-2310-11,545
012-2310-12,545
012-2310-13,545
012-2310-14,545
012-2310-15,545
012-2310-16,85
012-2310-17,85
012-2310-18,110
012-2310-19,110
012-2310-20,201
012-2310-21,201
012-2310-22,254
012-2310-23,254
012-2310-24,254
012-2310-25,254
012-2310-26,254
012-2310-27,254
012-2310-28,385
012-2310-29,385
012-2310-30,214
012-2310-31,214
012-2310-34,408
012-2310-35,408
012-2311-02,446
012-2311-05,446
012-2312-00,597
012-2312-01,597
012-2313-00,362
012-2313-01,362
012-2313-02,385
012-2313-03,385
012-2313-04,362
012-2313-05,362
012-2313-07,415
012-2313-08,808
012-2313-09,808
012-2313-12,371
012-2314-00,161
012-2314-01,161
012-2314-02,107
012-2314-03,107
012-2314-04,70
012-2314-06,70
012-2314-07,70
012-2315-00,630
012-2315-01,630
012-2315-06,522
012-2315-07,522
012-2315-08,469
012-2315-09,469
012-2316-00,264
012-2316-01,264
012-2316-02,264
012-2316-03,264
012-2316-04,104
012-2316-05,104
012-2316-06,132
012-2316-07,132
012-2316-08,102
012-2316-09,102
012-2316-10,196
012-2316-11,196
012-2316-12,348
012-2316-13,348
012-2316-14,196
012-2316-15,196
012-2316-16,348
012-2316-17,348
012-2316-18,196
012-2316-19,196
012-2316-20,348
012-2316-21,348
012-2316-22,268
012-2316-23,268
012-2316-24,489
012-2316-25,489
012-2316-26,489
012-2316-27,489
012-2316-28,489
012-2316-29,489
012-2316-30,630
012-2316-31,630
012-2316-32,630
012-2316-33,630
012-2316-34,264
012-2316-36,630
012-2316-38,95
012-2316-39,95
012-2316-42,335
012-2316-43,335
012-2316-45,750
012-2318-00,282
012-2318-01,282
012-2318-02,371
012-2318-03,371
012-2318-05,415
012-2318-06,362
012-2318-09,362
012-2318-11,362
012-2318-12,282
012-2318-13,282
012-2318-16,71
012-2319-01,643
012-2319-02,701
012-2319-03,701
012-2319-04,587
012-2319-05,587
012-2319-06,1184
012-2319-07,1184
012-2319-08,1066
012-2319-09,1066
012-2319-10,1353
012-2319-11,630
012-2320-00,344
012-2320-01,344
012-2321-00,124
012-2321-01,124
012-2321-02,59
012-2321-03,59
012-2321-04,59
012-2321-05,59
012-2321-06,24
012-2321-07,24
012-2321-08,20
012-2321-09,20
012-2321-11,53
012-2321-12,88
012-2321-13,20
012-2321-14,117
012-2321-15,20
012-2321-17,24
012-2321-18,35
012-2321-19,24
012-2321-23,31
012-2321-24,60
012-2321-25,31
012-2321-26,60
012-2321-27,31
012-2321-28,143
012-2322-00,446
012-2322-01,446
012-2322-02,418
012-2322-03,418
012-2322-04,268
012-2322-06,375
012-2322-07,375
012-2322-08,849
012-2322-09,849
012-2322-10,849
012-2322-11,849
012-2322-12,264
012-2322-13,264
012-2322-14,237
012-2322-15,237
012-2322-16,272
012-2323-00,100
012-2323-01,100
012-2323-02,630
012-2323-03,630
012-2323-04,630
012-2323-05,630
012-2323-06,321
012-2323-07,321
012-2324-00,312
012-2324-01,312
012-2324-02,343
012-2324-03,343
012-2324-04,110
012-2324-05,110
012-2324-06,705
012-2324-07,705
012-2324-08,589
012-2324-10,585
012-2324-11,585
012-2324-14,470
012-2324-15,470
012-2324-16,505
012-2326-01,43
012-2326-02,24
012-2326-03,24
012-2326-04,24
012-2326-05,24
012-2326-10,22
012-2326-11,22
012-2327-00,315
012-2327-01,315
012-2327-02,446
012-2327-03,446
012-2327-04,376
012-2327-05,376
012-2327-06,592
012-2327-09,592
012-2327-10,1852
012-2327-11,1852
012-2349-00,629
012-2349-01,629
012-2401-00,139
012-2401-01,139
012-2401-02,139
012-2401-03,139
012-2401-04,105
012-2401-05,105
012-2401-08,109
012-2401-09,109
012-2402-00,489
012-2402-01,489
012-2404-00,470
012-2404-01,470
012-2407-00,244
012-2407-01,375
012-2407-02,375
012-2407-03,375
012-2407-04,210
012-2407-05,210
012-2408-00,982
012-2408-01,982
012-2408-02,849
012-2408-03,1115
012-2502-00,330
012-2502-01,330
012-2503-00,469
012-2503-01,469
012-2503-02,677
012-2503-03,674
012-2504-00,124
012-2504-02,362
012-2504-03,362
012-2505-00,232
012-2505-02,1058
012-2505-03,1058
012-2506-00,117
012-2506-01,117
012-2506-02,117
012-2506-03,117
012-2506-04,74
012-2506-05,74
012-2506-06,216
012-2506-07,216
012-2506-08,216
012-2506-09,216
012-2506-12,205
012-2506-13,205
012-2506-14,205
012-2506-15,205
012-2509-00,344
012-2509-01,344
012-2511-00,81
012-2511-01,81
012-2602-00,415
012-2602-01,415
012-2602-02,446
012-2602-03,527
012-2602-05,193
012-2602-06,123
012-2602-07,123
012-2602-08,123
012-2602-09,123
012-2603-00,433
012-2604-00,371
012-2604-01,371
012-2604-02,638
012-2606-00,487
012-2606-01,487
012-2606-02,330
012-2606-03,330
012-2607-00,469
012-2607-01,469
012-2607-02,469
012-2607-04,469
012-2611-00,638
012-2704-00,272
012-2704-01,272
012-2704-03,326
012-2704-04,152
012-2704-05,152
012-2903-00,606
012-2903-01,606
012-2903-03,540
012-2903-04,578
012-2903-07,187
012-2903-08,187
012-2903-09,187
012-2903-10,192
012-2903-11,192
012-2903-12,540
012-2903-13,540
012-2909-00,54
012-3001-00,415
012-3001-01,415
012-3001-02,415
012-3001-03,415
012-3001-04,264
012-3001-05,264
012-3001-06,264
012-3001-07,264
012-3001-08,415
012-3001-09,415
012-3001-10,415
012-3001-11,415
012-3001-12,103
012-3001-13,103
012-3001-14,237
012-3001-15,237
012-3001-16,237
012-3001-17,237
012-3001-18,119
012-3001-19,119
012-3001-20,237
012-3001-21,237
012-3001-22,231
012-3001-23,231
012-3002-01,117
012-3002-02,25
012-3002-03,25
012-3002-04,25
012-3002-06,117
012-3002-07,117
012-3002-08,117
012-3002-09,117
012-3002-10,102
012-3002-11,102
012-3002-12,102
012-3002-13,102
012-3002-14,117
012-3002-15,117
012-3002-16,232
012-3002-17,232
012-3002-18,161
012-3002-19,161
012-3002-20,161
012-3002-21,161
012-3002-22,117
012-3002-24,343
012-3002-25,343
012-3002-26,343
012-3002-27,343
012-3002-28,110
012-3002-29,110
012-3002-30,110
012-3002-31,110
012-3002-32,110
012-3002-33,110
012-3002-34,110
012-3002-35,110
012-3002-36,110
012-3002-37,110
012-3002-38,35
012-3002-39,35
012-3002-40,102
012-3002-41,102
012-3002-42,161
012-3002-43,161
012-3002-44,117
012-3002-45,117
012-3002-46,35
012-3002-47,35
012-3002-48,196
012-3002-50,35
012-3002-51,35
012-3002-52,110
012-3002-53,110
012-3002-54,49
012-3002-55,49
012-3002-56,25
012-3002-58,45
012-3002-59,45
012-3002-60,45
012-3002-61,45
012-3002-62,45
012-3002-63,45
012-3002-64,45
012-3002-65,45
012-3002-66,110
012-3002-67,110
012-3002-68,110
012-3002-69,110
012-3002-70,102
012-3002-71,102
012-3002-72,446
012-3002-73,446
012-3002-74,78
012-3002-76,35
012-3002-77,35
012-3002-78,446
012-3002-79,446
012-3002-80,446
012-3002-82,446
012-3002-83,446
012-3002-84,465
012-3002-85,465
012-3002-86,465
012-3002-87,465
012-3002-88,357
012-3002-89,357
012-3002-90,357
012-3002-91,357
012-3004-00,219
012-3004-07,49
012-3004-08,49
012-3004-09,49
012-3004-10,49
012-3004-11,49
012-3004-12,49
012-3004-13,154
012-3004-14,154
012-3004-15,154
012-3004-16,154
012-3004-17,53
012-3004-18,53
012-3004-19,53
012-3004-20,131
012-3004-21,131
012-3004-22,131
012-3004-23,131
012-3004-24,146
012-3004-25,146
012-3004-26,146
012-3004-27,146
012-3004-28,49
012-3004-29,49
012-3004-30,53
012-3004-31,53
012-3004-32,53
012-3004-34,154
012-3004-35,154
012-3004-36,45
012-3004-37,45
012-3004-38,49
012-3004-39,49
012-3004-40,81
012-3004-41,81
012-3004-42,81
012-3004-43,81
012-3004-44,81
012-3004-45,81
012-3004-46,124
012-3004-47,124
012-3004-48,124
012-3004-49,124
012-3004-50,348
012-3004-51,348
012-3004-52,230
012-3004-53,230
012-3004-54,124
012-3004-55,124
012-3004-56,592
012-3004-57,592
012-3004-58,219
012-3004-59,219
012-3004-62,231
012-3004-63,231
012-3004-64,614
012-3004-65,614
012-3004-66,614
012-3004-67,614
012-3005-00,385
012-3005-01,385
012-3005-02,385
012-3005-04,446
012-3005-06,446
012-3005-07,446
012-3005-08,446
012-3005-09,446
012-3005-10,385
012-3005-12,357
012-3005-14,839
012-3005-16,321
012-3005-17,321
012-3005-18,290
012-3005-19,290
012-3007-00,57
012-3007-01,57
012-3007-02,175
012-3007-05,175
012-3007-06,109
012-3007-07,250
012-3007-08,132
012-3007-09,357
012-3007-10,175
012-3008-00,705
012-3008-01,705
012-3008-02,973
012-3008-03,973
012-3008-04,446
012-3008-05,1022
012-3010-02,132
012-3010-03,132
012-3010-04,110
012-3010-06,45
012-3010-07,45
012-3010-08,102
012-3010-09,102
012-3010-10,132
012-3010-11,132
012-3010-12,45
012-3010-13,45
012-3010-14,24
012-3010-15,120
012-3010-17,21
012-3010-18,21
012-3010-19,21
012-3010-20,21
012-3010-21,45
012-3010-22,56
012-3010-23,24
012-3010-24,21
012-3010-26,21
012-3010-27,21
012-3010-28,23
012-3010-29,23
012-3010-30,21
012-3010-31,45
012-3010-32,45
012-3010-33,45
012-3010-34,45
012-3010-35,45
012-3010-36,45
012-3010-37,45
012-3010-38,45
012-3010-39,45
012-3010-41,74
012-3010-42,24
012-3010-46,45
012-3010-47,24
012-3010-48,24
012-3010-49,24
012-3010-50,27
012-3010-51,24
012-3010-52,45
012-3010-53,45
012-3010-54,45
012-3010-55,45
012-3010-56,24
012-3010-57,24
012-3010-58,24
012-3010-63,74
012-3010-64,40
012-3010-65,22
012-3010-66,40
012-3010-67,40
012-3010-68,22
012-3011-00,230
012-3011-01,230
012-3011-02,230
012-3011-03,230
012-3011-04,230
012-3011-05,230
012-3011-07,1104
012-3012-00,879
012-3012-02,175
012-3012-03,175
012-3012-04,175
012-3012-05,175
012-3012-06,446
012-3012-07,446
012-3012-08,446
012-3012-09,446
012-3012-10,531
012-3012-11,531
012-3012-12,607
012-3012-13,607
012-3012-14,527
012-3012-15,701
012-3012-16,607
012-3012-17,607
012-3012-18,326
012-3012-19,326
012-3012-20,701
012-3012-22,531
012-3012-23,531
012-3012-24,1024
012-3012-25,1024
012-3012-26,470
012-3012-27,470
012-3014-00,254
012-3014-01,254
012-3014-02,315
012-3014-04,339
012-3014-05,339
012-3015-00,272
012-3015-01,272
012-3015-02,326
012-3015-03,326
012-3015-04,187
012-3015-05,187
012-3015-06,246
012-3015-07,246
012-3015-08,326
012-3015-09,326
012-3015-10,163
012-3015-11,353
012-3015-12,357
012-3015-14,216
012-3015-15,216
012-3015-16,312
012-3015-17,312
012-3015-18,268
012-3015-19,268
012-3015-20,49
012-3015-21,49
012-3015-22,49
012-3015-23,49
012-3015-24,49
012-3015-25,49
012-3015-28,312
012-3015-29,312
012-3015-30,312
012-3015-31,491
012-3016-00,299
012-3016-01,299
012-3016-02,299
012-3016-03,299
012-3016-04,139
012-3016-05,139
012-3016-06,24
012-3016-08,125
012-3016-09,125
012-3017-00,228
012-3017-01,228
012-3017-02,228
012-3017-03,228
012-3017-04,228
012-3017-05,228
012-3017-06,228
012-3017-07,228
012-3017-08,228
012-3017-09,228
012-3017-10,228
012-3017-11,228
012-3017-12,228
012-3017-13,228
012-3017-14,228
012-3017-15,228
012-3017-16,399
012-3017-17,399
012-3017-18,738
012-3017-19,955
012-3017-20,1103
012-3017-21,1138
012-3017-22,1357
012-3017-23,808
012-3017-24,630
012-3017-26,399
012-3017-27,399
012-3017-28,399
012-3017-29,399
012-3017-30,399
012-3017-31,399
012-3017-32,630
012-3017-33,630
012-3017-35,630
012-3017-37,808
012-3017-40,624
012-3017-41,624
012-3017-42,855
012-3017-43,855
012-3017-44,236
012-3017-45,236
012-3017-46,236
012-3017-47,236
012-3017-48,1228
012-3018-00,315
012-3018-01,315
012-3018-02,315
012-3018-03,315
012-3020-00,264
012-3020-01,264
012-3020-02,264
012-3020-03,264
012-3020-04,630
012-3020-05,630
012-3020-06,385
012-3020-07,531
012-3020-08,241
012-3021-00,264
012-3021-01,264
012-3021-02,344
012-3021-03,344
012-3021-04,446
012-3021-05,446
012-3021-06,446
012-3021-07,446
012-3021-12,701
012-3021-13,701
012-3021-16,326
012-3021-18,701
012-3021-19,701
012-3021-20,295
012-3021-21,295
012-3021-22,270
012-3021-23,270
012-3022-00,146
012-3022-01,146
012-3022-02,384
012-3022-03,384
012-3022-04,738
012-3022-05,738
012-3022-06,268
012-3022-07,268
012-3023-00,866
012-3023-01,866
012-3023-02,228
012-3024-00,701
012-3024-01,844
012-3025-00,326
012-3025-01,326
012-3025-02,120
012-3025-03,120
012-3025-05,87
012-3025-06,110
012-3025-07,110
012-3025-08,110
012-3025-09,110
012-3025-10,87
012-3025-12,489
012-3025-13,489
012-3025-16,118
012-3025-17,118
012-3025-18,540
012-3025-19,540
012-3102-00,282
012-3102-01,282
012-3104-02,128
012-3104-03,128
012-3105-01,469
012-3108-01,326
012-3108-02,335
012-3109-00,89
012-3109-01,89
012-3109-02,53
012-3109-03,446
012-3109-04,53
012-3109-06,738
012-3109-07,738
012-3109-08,883
012-3109-12,781
012-3109-13,781
012-3111-00,254
012-3111-02,272
012-3111-03,272
012-3111-04,246
012-3111-05,701
012-3111-06,967
012-3111-07,967
012-3112-00,219
012-3112-01,219
012-3112-02,183
012-3112-03,183
012-3112-04,110
012-3112-05,110
012-3112-06,110
012-3112-07,110
012-3112-08,35
012-3112-09,33
012-3112-10,117
012-3112-11,117
012-3112-12,139
012-3112-13,139
012-3112-14,49
012-3112-15,143
012-3112-16,94
012-3112-17,94
012-3112-18,540
012-3112-19,540
012-3112-20,505
012-3112-23,393
012-3112-24,393
012-3115-04,60
012-3115-06,250
012-3115-07,63
012-3115-08,96
012-3115-09,96
012-3115-10,63
012-3115-11,63
012-3115-12,272
012-3115-13,272
012-3115-14,117
012-3115-15,117
012-3115-16,244
012-3115-18,268
012-3115-20,250
012-3115-21,268
012-3115-22,272
012-3115-23,272
012-3115-24,741
012-3115-27,63
012-3115-31,250
012-3117-00,380
012-3124-00,393
012-3124-01,393
012-3124-02,565
012-3125-00,883
012-3214-00,102
012-3214-01,196
012-3216-00,1196
012-3216-01,1196
012-3216-02,1183
012-3216-03,1183
012-3216-04,1566
012-3216-05,1566
012-3216-06,329
012-3216-07,329
012-3301-00,810
012-3301-01,625
012-3302-00,378
012-3302-01,378
012-3302-02,813
012-3302-03,813
012-3302-04,813
012-3302-05,813
012-3302-06,813
012-3302-07,855
012-3302-08,570
012-3401-00,68
012-3401-01,68
012-3401-02,146
012-3401-03,146
012-3401-04,146
012-3401-05,146
012-3401-06,132
012-3401-07,132
012-3402-02,527
012-3402-03,527
012-3403-00,415
012-3403-01,415
012-3403-02,527
012-3403-03,527
012-3403-04,446
012-3403-05,446
012-3403-06,446
012-3403-07,446
012-3404-00,527
012-3404-01,527
012-3404-02,527
012-3404-03,527
012-3405-00,230
012-3405-01,230
012-3405-02,385
012-3405-03,385
012-3405-04,385
012-3405-05,385
012-3405-12,109
012-3405-13,109
012-3501-00,232
012-3501-02,232
012-3501-03,232
012-3502-00,527
012-3502-01,527
012-3502-02,527
012-3502-03,527
012-3706-00,437
012-3706-01,437
012-3706-02,232
012-3801-00,1451
012-3801-01,1451
012-3801-02,1451
012-3801-03,1451
012-3804-00,1357
012-3804-01,1357
012-3805-00,151
012-3805-01,151
012-3805-02,357
012-3805-03,357
012-3805-04,232
012-3805-06,701
012-3805-07,701
012-3805-08,1276
012-3805-09,1276
012-3807-00,1094
012-3807-01,1094
012-3902-00,1901
012-3902-01,1901
012-3902-02,2281
012-3902-03,2281
012-3903-00,606
012-3903-01,606
012-3903-02,705
012-3903-03,705
012-3903-04,589
012-3903-05,368
012-3903-06,663
012-3904-00,897
012-3904-01,897
012-3904-02,1275
012-3904-03,1275
012-3904-04,1535
012-3904-05,1535
012-4201-00,1357
012-4201-01,1357
012-4201-02,2410
012-4201-03,2410
012-4201-04,1344
012-4201-05,1344
012-4202-00,1731
012-4202-01,1731
012-4203-00,1080
012-4203-01,1080
012-4203-02,1160
012-4203-03,1160
012-4204-01,893
012-9999-02,221
012-9999-04,348
012-9999-05,344
013-0101-00,456
013-0101-01,456
013-0105-02,344
013-0105-03,344
013-0105-04,737
013-0105-05,737
013-0106-00,415
013-0106-01,415
013-0201-00,241
013-0201-01,241
013-0202-00,348
013-0202-01,348
013-0202-02,167
013-0202-03,132
013-0203-00,183
013-0301-00,208
013-0301-01,208
013-0301-02,214
013-0301-03,214
013-0301-04,214
013-0301-06,196
013-0301-07,196
013-0301-08,469
013-0301-09,469
013-0301-10,589
013-0301-11,589
013-0301-14,326
013-0301-15,326
013-0301-18,193
013-0301-19,193
013-0301-23,268
013-0301-30,205
013-0301-34,423
013-0301-35,423
013-0401-00,255
013-0401-01,255
013-0402-00,394
013-0402-01,394
013-0403-00,630
013-0403-01,630
013-0406-02,1198
013-0406-03,1198
013-0501-01,395
013-0501-02,996
013-0501-04,527
013-0501-05,527
013-0501-06,1048
013-0501-07,1048
013-0502-00,587
013-0502-01,587
013-0503-00,674
013-0503-01,674
013-0503-02,415
013-0503-06,446
013-0503-07,446
013-0503-08,232
013-0601-00,102
013-0602-00,250
013-0602-01,250
013-0602-02,97
013-0602-03,97
013-0602-04,326
013-0602-05,326
013-0602-06,88
013-0602-07,88
013-0602-09,126
013-0602-14,89
013-0602-15,89
013-0602-18,277
013-0602-19,277
013-0603-00,446
013-0603-01,446
013-0604-00,329
013-0604-01,329
013-0604-02,850
013-0604-03,850
013-0605-01,709
013-0608-02,326
013-0608-03,326
013-0608-08,303
013-0608-09,303
013-0608-10,583
013-0608-11,583
013-0609-00,214
013-0609-01,214
013-0609-02,226
013-0609-03,226
013-0609-04,187
013-0609-05,187
013-0610-00,487
013-0610-01,487
013-0610-02,415
013-0610-03,415
013-0611-00,187
013-0611-01,187
013-0611-02,146
013-0611-03,146
013-0611-04,175
013-0611-05,175
013-0611-06,139
013-0611-07,139
013-0611-08,131
013-0611-09,131
013-0611-10,128
013-0611-11,128
013-0611-12,339
013-0611-13,339
013-0611-14,219
013-0611-15,219
013-0611-30,162
013-0611-31,162
013-0611-34,242
013-0611-35,242
013-0613-00,216
013-0613-01,216
013-0613-02,255
013-0613-03,255
013-0613-04,205
013-0613-10,216
013-0613-11,216
013-0615-00,68
013-0615-01,68
013-0615-02,214
013-0615-03,214
013-0615-04,187
013-0615-05,187
013-0615-06,208
013-0615-07,208
013-0615-08,74
013-0615-09,74
013-0615-10,74
013-0615-11,74
013-0615-12,80
013-0615-13,80
013-0615-14,91
013-0615-15,91
013-0615-16,81
013-0615-17,81
013-0615-18,81
013-0615-19,81
013-0615-21,870
013-0615-22,85
013-0615-23,85
013-0615-24,74
013-0615-25,74
013-0615-38,74
013-0615-39,74
013-0615-42,85
013-0615-43,85
013-0615-44,77
013-0615-48,82
013-0615-49,82
013-0616-00,487
013-0616-01,487
013-0617-00,81
013-0617-02,187
013-0617-03,187
013-0618-00,194
013-0618-01,194
013-0618-02,138
013-0619-00,1232
013-0619-01,1232
013-0620-00,68
013-0620-01,68
013-0620-02,74
013-0620-03,74
013-0620-08,402
013-0620-09,402
013-0620-10,161
013-0620-11,161
013-0620-12,415
013-0620-13,415
013-0620-14,175
013-0620-15,175
013-0620-18,102
013-0620-19,102
013-0620-23,175
013-0620-24,71
013-0620-25,71
013-0620-26,108
013-0620-27,108
013-0620-28,169
013-0621-00,139
013-0621-01,139
013-0621-02,110
013-0621-03,110
013-0621-04,299
013-0621-06,470
013-0621-07,470
013-0621-10,315
013-0621-11,315
013-0621-14,146
013-0621-16,315
013-0622-00,326
013-0623-00,117
013-0623-01,117
013-0623-02,102
013-0623-03,102
013-0623-04,286
013-0623-05,286
013-0623-06,117
013-0623-07,117
013-0623-08,96
013-0623-09,96
013-0623-10,589
013-0623-11,589
013-0623-15,110
013-0623-17,116
013-0623-19,290
013-0623-20,70
013-0623-21,70
013-0623-22,123
013-0623-23,123
013-0623-27,108
013-0623-28,620
013-0623-30,101
013-0623-31,101
013-0623-33,123
013-0623-34,74
013-0625-00,161
013-0625-01,161
013-0625-03,161
013-0625-04,362
013-0625-05,362
013-0628-00,141
013-0628-01,141
013-0628-02,182
013-0628-03,182
013-0629-00,153
013-0629-01,153
013-0629-02,161
013-0629-03,161
013-0629-06,59
013-0629-09,154
013-0629-12,59
013-0630-00,74
013-0630-01,74
013-0630-04,255
013-0630-05,255
013-0631-00,344
013-0631-01,344
013-0634-00,775
013-0634-01,775
013-0634-02,709
013-0635-00,1123
013-0635-01,1123
013-0635-02,183
013-0635-03,183
013-0635-06,110
013-0635-07,110
013-0635-08,255
013-0635-09,255
013-0635-12,117
013-0635-13,117
013-0635-14,88
013-0635-15,88
013-0635-22,817
013-0635-23,817
013-0635-31,162
013-0637-00,116
013-0637-01,116
013-0638-00,312
013-0638-01,312
013-0643-00,124
013-0643-01,124
013-0643-04,47
013-0643-06,415
013-0646-00,348
013-0646-01,348
013-0646-04,277
013-0648-00,587
013-0648-01,587
013-0650-00,527
013-0650-01,527
013-0651-00,344
013-0651-01,344
013-0651-02,991
013-0651-03,991
013-0653-00,110
013-0653-01,110
013-0655-00,372
013-0655-01,372
013-0656-00,146
013-0656-01,146
013-0656-02,146
013-0656-03,146
013-0656-05,233
013-0656-06,241
013-0657-00,196
013-0657-04,277
