Sku;Departamento;Género;Categoria;Url;Nombre;Tallas;Existencias;Detalle;Descripcion;Imagenes
"ID-164685";"Ropa";"Dama";"Vestidos y Faldas";"http://www.priceshoes.com/falda-casual-kafe-3027";"FALDA CASUAL KAFE 3027";"XCH,CH,M,G";"VALLEJO [XCH]11 [CH]24 [M]36 [G]15 [XG]16
VERACRUZ [XCH]8 [CH]3 [M]15 [G]13 [XG]3
LEON [XCH]0 [CH]6 [M]16 [G]11 [XG]4
IZTAPALAPA [XCH]2 [CH]53 [M]48 [G]11 [XG]0
ECATEPEC [XCH]6 [CH]22 [M]12 [G]8 [XG]0
NAUCALPAN [XCH]3 [CH]7 [M]10 [G]7 [XG]4
OLIVAR DEL CONDE [XCH]5 [CH]13 [M]7 [G]9 [XG]4
CENTRO HISTORICO [XCH]16 [CH]27 [M]30 [G]17 [XG]6
QUERETARO [XCH]11 [CH]16 [M]13 [G]6 [XG]5
IXTAPALUCA [XCH]1 [CH]10 [M]9 [G]6 [XG]1
GUADALAJARA [XCH]2 [CH]14 [M]17 [G]4 [XG]0
TOLUCA [XCH]9 [CH]13 [M]4 [G]9 [XG]4
PUEBLA [XCH]0 [CH]4 [M]9 [G]2 [XG]1
AGUASCALIENTES [XCH]7 [CH]21 [M]14 [G]18 [XG]4
GUADALAJARA MIRAVALLE [XCH]15 [CH]32 [M]33 [G]21 [XG]13
ARCO NORTE [XCH]4 [CH]35 [M]32 [G]24 [XG]3
";"FALDA CASUAL KAFE 3027";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: KAFE
Categoría: FALDAS Y VESTIDOS
Material: TEXTIL
Manga: No
Frente: CINTURA
Largo: MEDIO
Cuello: No";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/164685-1_1.jpg";
"ID-164686";"Ropa";"Dama";"Vestidos y Faldas";"http://www.priceshoes.com/alda-casual-kafe-9004";"FALDA CASUAL KAFE 3027";"AGOTADO";"VALLEJO [XCH]7 [CH]2 [M]0 [G]1 [XG]1
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0
LEON [XCH]0 [CH]0 [M]0 [G]0 [XG]0
IZTAPALAPA [XCH]1 [CH]4 [M]1 [G]1 [XG]0
ECATEPEC [XCH]0 [CH]0 [M]0 [G]0 [XG]0
NAUCALPAN [XCH]0 [CH]1 [M]1 [G]0 [XG]0
OLIVAR DEL CONDE [XCH]0 [CH]0 [M]0 [G]0 [XG]0
CENTRO HISTORICO [XCH]0 [CH]0 [M]0 [G]0 [XG]0
QUERETARO [XCH]0 [CH]2 [M]1 [G]0 [XG]1
IXTAPALUCA [XCH]1 [CH]0 [M]0 [G]0 [XG]0
GUADALAJARA [XCH]7 [CH]0 [M]0 [G]0 [XG]1
TOLUCA [XCH]0 [CH]11 [M]19 [G]13 [XG]1
PUEBLA [XCH]0 [CH]0 [M]0 [G]0 [XG]0
AGUASCALIENTES [XCH]0 [CH]0 [M]1 [G]0 [XG]0
GUADALAJARA MIRAVALLE [XCH]0 [CH]0 [M]0 [G]3 [XG]1
ARCO NORTE [XCH]0 [CH]0 [M]0 [G]0 [XG]0
";"FALDA CASUAL KAFE 3027";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: KAFE
Categoría: FALDAS Y VESTIDOS
Fecha de llegada: 05/07/2017
Material: TEXTIL
Manga: No
Frente: CINTURA
Largo: MEDIO
Cuello: No";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/164686-1.jpg";
"ID-161142";"Ropa";"Dama";"Vestidos y Faldas";"http://www.priceshoes.com/choppard-0219";"VESTIDO FORMAL CHOPPARD 0219";"XCH,CH,M,G";"VALLEJO [XCH]13 [CH]8 [M]93 [G]17 [XG]13 [XXG]1
VERACRUZ [XCH]3 [CH]6 [M]18 [G]8 [XG]3 [XXG]0
LEON [XCH]6 [CH]10 [M]17 [G]9 [XG]4 [XXG]0
IZTAPALAPA [XCH]12 [CH]25 [M]62 [G]18 [XG]4 [XXG]1
ECATEPEC [XCH]26 [CH]85 [M]53 [G]8 [XG]5 [XXG]0
NAUCALPAN [XCH]3 [CH]8 [M]56 [G]8 [XG]9 [XXG]0
OLIVAR DEL CONDE [XCH]3 [CH]26 [M]5 [G]14 [XG]4 [XXG]1
CENTRO HISTORICO [XCH]11 [CH]29 [M]56 [G]8 [XG]11 [XXG]0
QUERETARO [XCH]6 [CH]30 [M]11 [G]12 [XG]4 [XXG]2
IXTAPALUCA [XCH]17 [CH]5 [M]6 [G]9 [XG]7 [XXG]1
GUADALAJARA [XCH]2 [CH]7 [M]7 [G]10 [XG]4 [XXG]0
TOLUCA [XCH]8 [CH]7 [M]3 [G]18 [XG]9 [XXG]0
PUEBLA [XCH]2 [CH]54 [M]18 [G]32 [XG]7 [XXG]0
AGUASCALIENTES [XCH]2 [CH]8 [M]6 [G]14 [XG]3 [XXG]2
GUADALAJARA MIRAVALLE [XCH]3 [CH]5 [M]7 [G]8 [XG]3 [XXG]0
ARCO NORTE [XCH]9 [CH]4 [M]36 [G]5 [XG]6 [XXG]0
";"VESTIDO FORMAL CHOPPARD 0219";"Departamento: Ropa
Talla Ropa: N/A
Género: DAMA
Marca Price: CHOPPARD
Categoría: FALDAS Y VESTIDOS
Material: TEXTIL
Manga: 3/4
Frente: CERRADO
Largo: MEDIO
Cuello: ESCOTE/CUELLO REDONDO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/161142-1.jpg";
"ID-161143";"Ropa";"Dama";"Vestidos y Faldas";"http://www.priceshoes.com/choppard-ague";"VESTIDO FORMAL CHOPPARD AGUE";"26,28,30";"VALLEJO [26]4 [28]8 [30]8 [32]2 [34]3
VERACRUZ [26]6 [28]10 [30]16 [32]8 [34]1
LEON [26]5 [28]9 [30]15 [32]11 [34]2
IZTAPALAPA [26]8 [28]12 [30]20 [32]5 [34]2
ECATEPEC [26]8 [28]7 [30]13 [32]4 [34]2
NAUCALPAN [26]6 [28]6 [30]10 [32]7 [34]1
OLIVAR DEL CONDE [26]3 [28]6 [30]11 [32]7 [34]0
CENTRO HISTORICO [26]8 [28]15 [30]9 [32]11 [34]3
QUERETARO [26]4 [28]5 [30]11 [32]8 [34]1
IXTAPALUCA [26]3 [28]6 [30]10 [32]6 [34]2
GUADALAJARA [26]3 [28]7 [30]9 [32]6 [34]0
TOLUCA [26]7 [28]7 [30]10 [32]4 [34]1
PUEBLA [26]7 [28]14 [30]18 [32]3 [34]3
AGUASCALIENTES [26]3 [28]6 [30]10 [32]8 [34]2
GUADALAJARA MIRAVALLE [26]5 [28]10 [30]14 [32]10 [34]4
ARCO NORTE [26]5 [28]7 [30]11 [32]6 [34]1
";"VESTIDO FORMAL CHOPPARD AGUE";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: CHOPPARD
Categoría: FALDAS Y VESTIDOS
Material: TEXTIL
Manga: CORTA
Frente: CERRADO
Largo: MEDIO
Cuello: ESCOTE/CUELLO REDONDO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/161143-1_1.jpg";
"ID-161153";"Ropa";"Dama";"Vestidos y Faldas";"http://www.priceshoes.com/holly-land-8988";"VESTIDO CASUAL HOLLY LAND 8988";"AGOTADO";"VALLEJO [XCH]0 [CH]0 [M]1 [G]1 [XG]0 [XXG]0
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]1
LEON [XCH]10 [CH]1 [M]8 [G]4 [XG]0 [XXG]0
IZTAPALAPA [XCH]0 [CH]3 [M]2 [G]1 [XG]0 [XXG]0
ECATEPEC [XCH]0 [CH]1 [M]0 [G]0 [XG]0 [XXG]0
NAUCALPAN [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
OLIVAR DEL CONDE [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
CENTRO HISTORICO [XCH]1 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
QUERETARO [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]1
IXTAPALUCA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
GUADALAJARA [XCH]1 [CH]0 [M]1 [G]1 [XG]2 [XXG]0
TOLUCA [XCH]0 [CH]0 [M]1 [G]0 [XG]0 [XXG]0
PUEBLA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
AGUASCALIENTES [XCH]0 [CH]0 [M]0 [G]0 [XG]1 [XXG]0
GUADALAJARA MIRAVALLE [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
ARCO NORTE [XCH]0 [CH]0 [M]1 [G]0 [XG]0 [XXG]0
";"VESTIDO CASUAL HOLLY LAND 8988";"Departamento: Ropa
Talla Ropa: XCH
Género: DAMA
Marca Price: HOLLY LAND
Categoría: FALDAS Y VESTIDOS
Material: TEXTIL
Manga: SIN MANGAS
Frente: CERRADO
Largo: CORTO
Cuello: ESCOTE/CUELLO REDONDO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/161153-1.jpg";
"ID-161154";"Ropa";"Dama";"Vestidos y Faldas";"http://www.priceshoes.com/holly-land-8989";"VESTIDO CASUAL HOLLY LAND 8988";"AGOTADO";"VALLEJO [XCH]1 [CH]0 [M]0 [G]0 [XG]0 [XXG]1
VERACRUZ [XCH]0 [CH]1 [M]0 [G]0 [XG]0 [XXG]0
LEON [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
IZTAPALAPA [XCH]0 [CH]0 [M]1
ECATEPEC [XCH]0 [CH]0 [M]0 [G]1 [XG]0 [XXG]0
NAUCALPAN [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
OLIVAR DEL CONDE [XCH]2 [CH]2 [M]6 [G]2 [XG]0 [XXG]1
CENTRO HISTORICO [XCH]1 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
QUERETARO [XCH]0 [CH]1 [M]0 [G]0 [XG]0 [XXG]0
IXTAPALUCA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
GUADALAJARA [XCH]0 [CH]0 [M]1 [G]0 [XG]0 [XXG]0
TOLUCA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
PUEBLA [XCH]1 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
AGUASCALIENTES [XCH]0 [CH]1 [M]0 [G]1 [XG]0 [XXG]0
GUADALAJARA MIRAVALLE [XCH]0 [CH]0 [M]0 [G]1 [XG]0 [XXG]0
ARCO NORTE [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]1
";"VESTIDO CASUAL HOLLY LAND 8988";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: HOLLY LAND
Categoría: FALDAS Y VESTIDOS
Material: TEXTIL
Manga: SIN MANGAS
Frente: CERRADO
Largo: CORTO
Cuello: ESCOTE/CUELLO REDONDO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/161154-1.jpg";
"ID-161155";"Ropa";"Dama";"Vestidos y Faldas";"http://www.priceshoes.com/holly-land-2517";"VESTIDO CASUAL HOLLY LAND 2517";"AGOTADO";"VALLEJO [XCH]0 [CH]2 [M]0 [G]2 [XG]0 [XXG]0
VERACRUZ [XCH]0 [CH]0 [M]0 [G]1 [XG]0 [XXG]0
LEON [XCH]0 [CH]0 [M]1 [G]1 [XG]0 [XXG]0
IZTAPALAPA [XCH]4 [CH]6 [M]1 [G]2 [XG]0 [XXG]1
ECATEPEC [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]1
NAUCALPAN [XCH]4 [CH]4 [M]6 [G]1 [XG]1 [XXG]1
OLIVAR DEL CONDE [XCH]0 [CH]0 [M]0 [G]1 [XG]0 [XXG]0
CENTRO HISTORICO [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
QUERETARO [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
IXTAPALUCA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
GUADALAJARA [XCH]0 [CH]0 [M]0 [G]1 [XG]0 [XXG]1
TOLUCA [XCH]0 [CH]0 [M]0 [G]1 [XG]0 [XXG]0
PUEBLA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
AGUASCALIENTES [XCH]0 [CH]0 [M]0 [G]0 [XG]1 [XXG]0
GUADALAJARA MIRAVALLE [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
ARCO NORTE [XCH]0 [CH]1 [M]1 [G]0 [XG]0 [XXG]0
";"VESTIDO CASUAL HOLLY LAND 2517";"Departamento: Ropa
Talla Ropa: XCH
Género: DAMA
Marca Price: HOLLY LAND
Categoría: FALDAS Y VESTIDOS
Material: TEXTIL
Manga: 3/4
Frente: CERRADO
Largo: LARGOS
Cuello: ESCOTE/CUELLO V";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/161155-1.jpg";
"ID-161169";"Ropa";"Dama";"Vestidos y Faldas";"http://www.priceshoes.com/holly-land-6426";"VESTIDO CASUAL HOLLY LAND 6426";"AGOTADO";"VALLEJO [XCH]0 [CH]1 [M]3 [G]0 [XG]1 [XXG]0
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
LEON [XCH]1 [CH]1 [M]1 [G]0 [XG]0 [XXG]0
IZTAPALAPA [XCH]1 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
ECATEPEC [XCH]0 [CH]2 [M]0 [G]0 [XG]0 [XXG]0
NAUCALPAN [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
OLIVAR DEL CONDE [XCH]0 [CH]1 [M]0 [G]0 [XG]0 [XXG]0
CENTRO HISTORICO [XCH]0 [CH]1 [M]0 [G]0 [XG]0 [XXG]0
QUERETARO [XCH]0 [CH]2 [M]3 [G]1 [XG]0 [XXG]0
IXTAPALUCA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
GUADALAJARA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
TOLUCA [XCH]0 [CH]0 [M]1 [G]0 [XG]0 [XXG]5
PUEBLA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
AGUASCALIENTES [XCH]4 [CH]2 [M]1 [G]0 [XG]0 [XXG]0
GUADALAJARA MIRAVALLE [XCH]0 [CH]2 [M]2 [G]1 [XG]0 [XXG]0
ARCO NORTE [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
";"VESTIDO CASUAL HOLLY LAND 6426";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: HOLLY LAND
Categoría: FALDAS Y VESTIDOS
Material: TEXTIL
Manga: LARGA
Frente: ABIERTO BOTON
Largo: MEDIO
Cuello: CAMISERO/SPORT";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/161169-1_1.jpg";
"ID-161171";"Ropa";"Dama";"Vestidos y Faldas";"http://www.priceshoes.com/holly-land-4024";"VESTIDO CASUAL HOLLY LAND 4024";"AGOTADO";"VALLEJO [XCH]2 [CH]2 [M]0 [G]0 [XG]0 [XXG]0
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
LEON [XCH]4 [CH]7 [M]0 [G]0 [XG]0 [XXG]4
IZTAPALAPA [XCH]0 [CH]1 [M]0 [G]0 [XG]0 [XXG]0
ECATEPEC [XCH]0 [CH]0 [M]0 [G]0 [XG]1 [XXG]0
NAUCALPAN [XCH]0 [CH]1 [M]1 [G]0 [XG]0 [XXG]0
OLIVAR DEL CONDE [XCH]0 [CH]1 [M]7 [G]0 [XG]1 [XXG]1
CENTRO HISTORICO [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
QUERETARO [XCH]0 [CH]0 [M]4 [G]0 [XG]0 [XXG]0
IXTAPALUCA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
GUADALAJARA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
TOLUCA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
PUEBLA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
AGUASCALIENTES [XCH]2 [CH]1 [M]4 [G]1 [XG]2 [XXG]3
GUADALAJARA MIRAVALLE [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
ARCO NORTE [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
";"VESTIDO CASUAL HOLLY LAND 4024";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: HOLLY LAND
Categoría: FALDAS Y VESTIDOS
Material: TEXTIL
Manga: CORTA
Frente: CERRADO
Largo: MEDIO
Cuello: ESCOTE/CUELLO REDONDO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/161171-1_1.jpg";
"ID-161310";"Ropa";"Dama";"Vestidos y Faldas";"http://www.priceshoes.com/holly-land-808";"FALDA CASUAL HOLLY LAND 808";"AGOTADO";"VALLEJO [XCH]1 [CH]2 [M]4 [G]1
VERACRUZ [XCH]0 [CH]1 [M]0 [G]1
LEON [XCH]2 [CH]0 [M]1 [G]0
IZTAPALAPA [XCH]0 [CH]5 [M]36 [G]21
ECATEPEC [XCH]2 [CH]1 [M]0 [G]0
NAUCALPAN [XCH]1 [CH]2 [M]0 [G]0
OLIVAR DEL CONDE [XCH]0 [CH]0 [M]0 [G]1
CENTRO HISTORICO [XCH]0 [CH]3 [M]0 [G]1
QUERETARO [XCH]0 [CH]1 [M]3 [G]1
IXTAPALUCA [XCH]0 [CH]0 [M]1 [G]0
GUADALAJARA [XCH]1 [CH]0 [M]8 [G]5
TOLUCA [XCH]0 [CH]1 [M]0 [G]1
PUEBLA [XCH]1 [CH]2 [M]0 [G]0
AGUASCALIENTES [XCH]1 [CH]6 [M]4 [G]0
GUADALAJARA MIRAVALLE [XCH]1 [CH]0 [M]3 [G]0
ARCO NORTE [XCH]0 [CH]1 [M]3 [G]0
";"FALDA CASUAL HOLLY LAND 808";"Departamento: Ropa
Talla Ropa: XCH
Género: DAMA
Marca Price: HOLLY LAND
Categoría: FALDAS Y VESTIDOS
Fecha de llegada: 08/09/2017
Material: TEXTIL
Manga: N/A
Frente: CINTURA
Largo: CORTO
Cuello: N/A";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/161310-1.jpg";
"ID-161536";"Ropa";"Dama";"Vestidos y Faldas";"http://www.priceshoes.com/holly-land-6313";"VESTIDO CASUAL HOLLY LAND 6313";"AGOTADO";"VALLEJO [XCH]4 [CH]3 [M]1 [G]1 [XG]0 [XXG]0
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
LEON [XCH]0 [CH]1 [M]1 [G]1 [XG]1 [XXG]1
IZTAPALAPA [XCH]0 [CH]1 [M]2 [G]0 [XG]0 [XXG]0
ECATEPEC [XCH]0 [CH]1 [M]1 [G]0 [XG]0 [XXG]0
NAUCALPAN [XCH]0 [CH]1 [M]0 [G]1 [XG]0 [XXG]0
OLIVAR DEL CONDE [XCH]0 [CH]1 [M]0 [G]1 [XG]1 [XXG]0
CENTRO HISTORICO [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
QUERETARO [XCH]0 [CH]0 [M]0 [G]0 [XG]0
IXTAPALUCA [XCH]0 [CH]0 [M]0 [G]1 [XG]0 [XXG]0
GUADALAJARA [XCH]0 [CH]5 [M]2 [G]2 [XG]1 [XXG]0
TOLUCA [XCH]0 [CH]0 [M]0 [G]1 [XG]0 [XXG]0
PUEBLA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
AGUASCALIENTES [XCH]1 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
GUADALAJARA MIRAVALLE [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
ARCO NORTE [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
";"VESTIDO CASUAL HOLLY LAND 6313";"Departamento: Ropa
Talla Ropa: XCH
Género: DAMA
Marca Price: HOLLY LAND
Categoría: FALDAS Y VESTIDOS
Fecha de llegada: 11/06/2017
Material: TEXTIL
Manga: SIN MANGAS
Frente: CERRADO
Largo: MEDIO
Cuello: ESCOTE/CUELLO REDONDO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/161536-1.jpg";
"ID-161860";"Ropa";"Dama";"Vestidos y Faldas";"http://www.priceshoes.com/holly-land-8376";"FALDA CASUAL HOLLY LAND 8376";"AGOTADO";"VALLEJO [CH]1 [M]1 [G]0 [XG]1 [XXG]0
VERACRUZ [CH]2 [M]0 [G]0 [XG]0 [XXG]0
LEON [CH]0 [M]0 [G]0 [XG]0 [XXG]0
IZTAPALAPA [CH]0 [M]1 [G]0 [XG]3 [XXG]0
ECATEPEC [CH]0 [M]2 [G]0 [XG]0 [XXG]0
NAUCALPAN [CH]1 [M]3 [G]1 [XG]0 [XXG]0
OLIVAR DEL CONDE [CH]9 [M]9 [G]10 [XG]8 [XXG]7
CENTRO HISTORICO [CH]0 [M]0 [G]0 [XG]1 [XXG]0
QUERETARO [CH]0 [M]0 [G]0 [XG]0 [XXG]0
IXTAPALUCA [CH]0 [M]0 [G]0 [XG]0
GUADALAJARA [CH]1 [M]0 [G]1 [XG]2 [XXG]0
TOLUCA [CH]0 [M]0 [G]0 [XG]0 [XXG]2
PUEBLA [CH]1 [M]0 [G]0 [XG]0 [XXG]0
AGUASCALIENTES [CH]0 [M]0 [G]0 [XG]0 [XXG]0
GUADALAJARA MIRAVALLE [CH]0 [M]0 [G]0 [XG]0 [XXG]0
ARCO NORTE [CH]0 [M]1 [G]1 [XG]0 [XXG]0
";"FALDA CASUAL HOLLY LAND 8376";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: HOLLY LAND
Categoría: FALDAS Y VESTIDOS
Fecha de llegada: 11/06/2017
Material: TEXTIL
Manga: No
Frente: CINTURA
Largo: CORTO
Cuello: No";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/161860-1.jpg";
"ID-162609";"Ropa";"Dama";"Vestidos y Faldas";"http://www.priceshoes.com/holly-land-f900-348955";"FALDA CASUAL HOLLY LAND F900";"AGOTADO";"VALLEJO [XCH]5 [CH]0 [M]1 [G]2
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0
LEON [XCH]4 [CH]3 [M]4 [G]6
IZTAPALAPA [XCH]9 [CH]2 [M]16 [G]11
ECATEPEC [XCH]1 [CH]0 [M]0 [G]1
NAUCALPAN [XCH]0 [CH]0 [M]0 [G]0
OLIVAR DEL CONDE [XCH]2 [CH]0 [M]1 [G]3
CENTRO HISTORICO [XCH]0 [CH]0 [M]0 [G]0
QUERETARO [XCH]0 [CH]0 [M]0 [G]0
IXTAPALUCA [XCH]0 [CH]0 [M]0 [G]0
GUADALAJARA [XCH]12 [CH]3 [M]13 [G]15
TOLUCA [XCH]4 [CH]4 [M]0 [G]4
PUEBLA [XCH]0 [CH]0 [M]0 [G]0
AGUASCALIENTES [XCH]2 [CH]3 [M]2 [G]1
GUADALAJARA MIRAVALLE [XCH]0 [CH]0 [M]0 [G]0
ARCO NORTE [XCH]1 [CH]0 [M]0 [G]1
";"FALDA CASUAL HOLLY LAND F900";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: HOLLY LAND
Categoría: FALDAS Y VESTIDOS
Material: TEXTIL
Manga: No
Frente: CADERA
Largo: CORTO
Cuello: No";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/162609-1.jpg";
"ID-164088";"Ropa";"Dama";"Vestidos y Faldas";"http://www.priceshoes.com/tierra-bendita-275";"VESTIDO FORMAL TIERRA BENDITA 275";"AGOTADO";"VALLEJO [XCH]1 [CH]1 [M]2 [G]1 [XG]1
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0
LEON [XCH]0 [CH]0 [M]1 [G]0 [XG]0
IZTAPALAPA [XCH]0 [CH]0 [M]0 [G]0 [XG]0
ECATEPEC [XCH]0 [CH]0 [M]0 [G]0 [XG]0
NAUCALPAN [XCH]1 [CH]1 [M]8 [G]5 [XG]5
OLIVAR DEL CONDE [XCH]2 [CH]4 [M]4 [G]2 [XG]5
CENTRO HISTORICO [XCH]1 [CH]0 [M]0 [G]0 [XG]0
QUERETARO [XCH]0 [CH]0 [M]0 [G]0 [XG]0
IXTAPALUCA [XCH]1 [CH]0 [M]0 [G]0 [XG]0
GUADALAJARA [XCH]0 [CH]0 [M]0 [G]0 [XG]0
TOLUCA [XCH]1 [CH]1 [M]1 [G]0 [XG]0
PUEBLA [XCH]0 [CH]0 [M]0 [G]0 [XG]0
AGUASCALIENTES [XCH]0 [CH]0 [M]0 [G]0 [XG]0
GUADALAJARA MIRAVALLE [XCH]0 [CH]0 [M]0 [G]0 [XG]0
ARCO NORTE [XCH]0 [CH]0 [M]0 [G]1 [XG]1
";"VESTIDO FORMAL TIERRA BENDITA 275";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: TIERRA BENDITA
Categoría: FALDAS Y VESTIDOS
Material: TEXTIL
Manga: No
Frente: CERRADO
Largo: MEDIO
Cuello: STRAPLESS";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/164088-1.jpg";
