"CODIGO","PRECIO","TITULO","DESCRIPCION","TALLES","COLORES","URL","FOTO1","FOTO2","FOTO3","FOTO4","FOTO5","FOTO6","FOTO7","FOTO8","FOTO9","FOTO10","FOTO11","FOTO12","FOTO13","FOTO14","FOTO15","FOTO16"
"11500","$181.30","Pantymedia Diamante","Media que favorece a todas las mujeres, presume unas piernas más largas y estilizadas. Un toque de coquetería y elegancia.","M/G","#69413d","http://chemisette.com.mx/comercio/moda/medias-diseno/producto/pantymedia-diamante","https://chemisette-web.s3.amazonaws.com/uploads/color/image/100/11500_B3.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11502","$181.30","Pantymedia Reina","La aliada de las mujeres como tú que adoran los vestidos y faldas. Un toque de coquetería y elegancia.","M/G","#000000","http://chemisette.com.mx/comercio/moda/medias-diseno/producto/pantymedia-reina","https://chemisette-web.s3.amazonaws.com/uploads/color/image/101/11502_90.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11510","$181.30","Pantymedia Coqueta","Media que favorece a todas las mujeres, presume unas piernas más largas y estilizadas. Un toque de coquetería y elegancia.","M/G","#000000
#82464e","http://chemisette.com.mx/comercio/moda/medias-diseno/producto/pantymedia-coqueta","https://chemisette-web.s3.amazonaws.com/uploads/color/image/102/11510_90.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/103/11510_1T.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11511","$146.30","Pantymedia Dots","Luce tus piernas también en invierno con un toque de coquetería y elegancia.","M/G","#000000","http://chemisette.com.mx/comercio/moda/medias-diseno/producto/pantymedia-dots","https://chemisette-web.s3.amazonaws.com/uploads/color/image/523/11511_90.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11512","$181.30","Pantymedia Points","La aliada de las mujeres como tú que adoran los vestidos y faldas. Un toque de coquetería y elegancia.","M/G","#000000","http://chemisette.com.mx/comercio/moda/medias-diseno/producto/pantymedia-points","https://chemisette-web.s3.amazonaws.com/uploads/color/image/104/11512_90.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11513","$181.30","Pantymedia Línea","Media que da el confort y la belleza necesarias para vestir con estilo. Un toque de coquetería y elegancia.","M/G","#000000","http://chemisette.com.mx/comercio/moda/medias-diseno/producto/pantymedia-linea","https://chemisette-web.s3.amazonaws.com/uploads/color/image/105/11513_90.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11514","$181.30","Pantymedia Azahar","Media que da el confort y la belleza necesaria para vestir con estilo. Un toque de coquetería y elegancia.","M/G","#000000","http://chemisette.com.mx/comercio/moda/medias-diseno/producto/pantymedia-azahar","https://chemisette-web.s3.amazonaws.com/uploads/color/image/106/11514_90.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11515","$181.30","Pantymedia Pixeles","Luce tus piernas también en invierno con un toque de coquetería y elegancia.","M/G","#000000","http://chemisette.com.mx/comercio/moda/medias-diseno/producto/pantymedia-pixeles","https://chemisette-web.s3.amazonaws.com/uploads/color/image/107/11515_90.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12010","$181.30","Chemisette Básica interior","Una básica en tu guardarropa para evitar transparencias y escotes pronunciados. Camiseta ligera, interior, muy suave y cómoda, que se adhiere al cuerpo sin abultar. Denier: 70","CH/M
Grande","#000000
#00ac98
#112649
#134a8b
#c02267
#e9b88f
#eddc52
#ffffff","http://chemisette.com.mx/comercio/termico/camiseta-termica/producto/chemisette-basica-interior","https://chemisette-web.s3.amazonaws.com/uploads/color/image/119/12010_75.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/110/12010_173.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/111/12010_V6.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/120/12010_80.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/118/12010_93_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/108/12010_90.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/109/12010_72.jpg","-","-","-","-","-","-","-","-"
"12012","$265.30","Calcetín Hombre","Calcetines delgados y cómodos para usar diariamente.","Unica","#000000","http://chemisette.com.mx/comercio/mas-lineas/hombre/producto/calcetin-hombre","https://chemisette-web.s3.amazonaws.com/uploads/color/image/123/P_12012_90.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1303/12012oi2017.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12047","$181.30","Pantymedia Red","Media que da el confort y la belleza necesarias para vestir con estilo. Un toque de coquetería y elegancia.","Unica","#000000","http://chemisette.com.mx/comercio/moda/medias-diseno/producto/pantymedia-red","https://chemisette-web.s3.amazonaws.com/uploads/color/image/124/12047_90.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12260","$328.30","Top Modeling","Tejido suave que cubre el busto sin oprimirlo, compresión alta en el área de cintura y abdomen bajo con banda que evita que se enrolle.","Mediana
Grande","#000000
#ecd0bd
#ffffff","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/top-modeling","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1470/12260.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12262","$399.00","Busto libre Faja modelante","Pantyblusa de fuerte compresión. Marca la cintura notablemente. Reacomoda y levanta ligeramente el busto. Comprime el talle y espalda baja. Reduce el abdomen. Ideal para cuerpo triangulo invertido y cuadrado. Luce una figura espectacular todos los días. Compresión: Alta.","CH/M
G/EG","#000000
#c8afa8","http://chemisette.com.mx/comercio/modelante/fajas/producto/busto-libre-faja-modelante","https://chemisette-web.s3.amazonaws.com/uploads/color/image/125/12262_90_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/643/12262_90_1.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/645/12262_93_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/646/12262_93_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/647/12262_93_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/126/12262_93_4.jpg","-","-","-","-","-","-","-","-","-"
"12384","$264.00","Mallorca Top","Un toque de buen gusto para conseguir ese look moderno y atrevido. Colección Re-Evolución con propiedades únicas en microfibra hipoalergénica que mantiene su color, no guarda olores, es resistente al lavado, sin costuras que molesten y no pierde su forma con el tiempo.","M/G","#134a8b","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/mallorca-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/130/12384_v6_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/670/_12384.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12392","$294.00","Leyla Top","Estilo que inspira.","M/G","#000000
#e5cbbd","http://chemisette.com.mx/comercio/moda/transparencias/producto/leyla-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/133/12392.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/135/P_12392_22.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12393","$294.00","Bella Top","Románticos diseños que enamoran. Top con cuello redondo y transparencia discreta en el escote.","M/G","#a467ab
#d12c47","http://chemisette.com.mx/comercio/moda/transparencias/producto/bella-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/139/12393_95.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/138/12393_k7.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12398","$294.00","Madonna Top","Amor a primera vista. Top con cuello redondo y transparencia discreta. Denier: 110","M/G","#000000
#09569d
#df293d","http://chemisette.com.mx/comercio/moda/transparencias/producto/madonna-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/142/12398_34.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/140/12398_90.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12400","$294.00","Madame Top","Sensuales transparencias que impactan. Top con cuello redondo y transparencia discreta en el escote. Denier: 110.","M/G","#000000
#003a6b
#df293d","http://chemisette.com.mx/comercio/moda/transparencias/producto/madame-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/149/12400_34.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/147/12400_90.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12401","$294.00","Glamour Top","Aires de sofisticación, lujo y feminidad. Top con cuello redondo y transparencia discreta en el escote.  Denier: 110.","M/G","#000000
#664b42
#82464e","http://chemisette.com.mx/comercio/moda/transparencias/producto/glamour-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/152/12401_8k.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/151/12401_8K.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12414","$246.00","Lady Top","Escote elegante y discreto. Roba todas las miradas con la combinación perfecta de transparencias, escote de gota y finos detalles en satin. Un diseño que brinda absoluta comodidad y la mayor elegancia. Denier: 110","M/G","#394b60
#4957a6
#c02267","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/lady-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/154/12414_4W.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/153/12414_64.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1383","$238.00","Semi-Beatle Chemisette Interior","Manga larga /Cuello alto ¡Desaparece la equivocada idea de esconder tu figura para cubrirte del frío! Semi transparente, ultrafina y muy delgada. Camiseta térmica ligera excelente para viajar, imperceptible bajo la ropa. Denier: 40","Unica","#000000
#003a6b
#927983
#ffffff
#9dc0e6","http://chemisette.com.mx/comercio/termico/camiseta-termica/producto/semi_beatle-chemisette-interior","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1496/1383_120.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1497/1383_80.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1499/1383_196.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1500/1383_90.jpg","-","-","-","-","-","-","-","-","-","-","-"
"1435","$468.30","Corset Body Modelante","Corset abierto en la entrepierna. Reduce el volumen de piernas, cadera y muslos. Levanta y acomoda glúteos. Firme sujeción en vientre, abdomen y espalda baja. Delinea la cintura. Ideal para tipo de cuerpo triángulo y reloj de arena. Compresión: Alta.","Mediana
Grande
E.Grande","#000000
#e9b88f","http://chemisette.com.mx/comercio/modelante/fajas/producto/corset-body-modelante","https://chemisette-web.s3.amazonaws.com/uploads/color/image/166/1435_93_6.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/165/1435_90_4.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/559/1435_90_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/560/1435_93_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/561/1435_93_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/563/1435_93_4.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/564/1435_93_5.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/752/1435_90_5.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/557/1435_90_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/562/1435_93_3.jpg","-","-","-","-","-"
"14357","$119.40","Sweet Leggings","Leggins con divertidos diseños de corazones en microfibra calientita para cuidarlos del invierno.","( de 4 a 6 Años )
( de 8 a 10 Años )","#ffffff","http://chemisette.com.mx/comercio/termico/capris-y-leggings/producto/sweet-leggings","https://chemisette-web.s3.amazonaws.com/uploads/color/image/168/14357_80_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/652/14357_80.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14358","$181.30","Flower Pink Leggings","Capri para niña en microfibra ligera y calientita. Denier: 40.","( de 4 a 6 Años )
( de 8 a 10 Años )","#efeef0","http://chemisette.com.mx/comercio/termico/capris-y-leggings/producto/flower-pink-leggings","https://chemisette-web.s3.amazonaws.com/uploads/color/image/169/14358_104_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/682/14358_104.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1437","$203.00","Chemisette Microfibra Térmica Manga Larga Hombre","Cuello bajo,manga larga, tejido ultradelgado, resistente e invisible bajo la ropa. Para utilizar diariamente en la oficina, en la casa o para realizar deportes al aire libre. Ideal para viajar. Ligera,hipoalergénica, ultrasuave, fácil de lavar y secado rápido. Denier: 40","Mediana
G/EG","#000000
#ffffff","http://chemisette.com.mx/comercio/termico/termicos-hombre/producto/chemisette-microfibra-termica-manga-larga-hombre","https://chemisette-web.s3.amazonaws.com/uploads/color/image/171/1437_oi17_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/170/1437_oi17_1.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1472","$349.30","Body Modelante","Afina el talle. Comprime el abdomen y espalda baja. Levanta y moldea los glúteos. Reduce muslos, cadera y entrepierna. Puente de algodón. Compresión: Alta.","Chica
Mediana
Grande
E.Grande","#000000
#e6d9c7","http://chemisette.com.mx/comercio/modelante/fajas/producto/body-modelante","https://chemisette-web.s3.amazonaws.com/uploads/color/image/172/1472_90_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/565/1472_90_1.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/567/1472_93_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/173/1472_93_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/568/1472_93_2.jpg","-","-","-","-","-","-","-","-","-","-"
"1473","$279.30","Pantalón Térmico","Tejido ultra-delgado, resistente e invisible bajo la ropa.","G/EG","#000000","http://chemisette.com.mx/comercio/termico/termicos-hombre/producto/pantalon-termico","https://chemisette-web.s3.amazonaws.com/uploads/color/image/174/1473oi2017.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1537","$168.00","Calcetín Compresión Alta Vitalité","Continuo descanso para quien, por su actividad, permanece largas horas de pie o sentado. Calcetín con una banda ancha y punta de algodón que otorgan mayor comodidad. Presión graduada diferenciada que brinda un efecto energizante clínicamente probado.","Unica","#000000
#c98856","http://chemisette.com.mx/comercio/termico/medias-terapeuticas/producto/calcetin-compresion-alta-vitalite","https://chemisette-web.s3.amazonaws.com/uploads/color/image/177/P_1537_B3_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/176/1537oi2017_1.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/570/P_1537_B3.jpg","-","-","-","-","-","-","-","-","-","-","-","-"
"16211","$203.00","Top Lucía","Microfibra strech suave, cómoda, práctica y básica, cero transparencias. Top exterior en colores para cada día. Denier: 120","M/G","#003a6b
#005e66
#394b60
#593e3a
#a1a4af","http://chemisette.com.mx/comercio/termico/camiseta-termica/producto/top-lucia","https://chemisette-web.s3.amazonaws.com/uploads/color/image/181/16211_180.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/180/16211_64.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/178/16211_196.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/179/16211_175.jpg","-","-","-","-","-","-","-","-","-","-","-"
"16477","$210.00","Top Adda",,"M/G","#005e66","http://chemisette.com.mx/comercio/moda/otras-colecciones/producto/top-adda","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1101/16477.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16495","$270.00","Gardenia Top","Estilo lleno de naturalidad para sentirte libre.","M/G","#00ac98
#ffffff","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/gardenia-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/185/16495_800.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/184/16495_72.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16515","$234.00","Murcia Top","Atrapa todas las miradas con un color clásico y elegante que da alegría a tu vestir. Colección Re-Evolución con propiedades únicas en microfibra hipoalergénica que mantiene su color, no guarda olores, es resistente al lavado, sin costuras que molesten y no pierde su forma con el tiempo.","Unica","#b94347
#df293d","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/murcia-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/192/16515_P5_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/193/16515_34_3.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/672/16515_P5_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/674/16515_34_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/673/16515_34_1.jpg","-","-","-","-","-","-","-","-","-","-"
"16539","$321.30","Beatle Chemisette Exterior","Microfibra de alto denier que no se transparente, ideal para combinar con todo su guardarropa. Resistente, cómoda y muy suave ya que sus tejidos son libres de costuras. ¡Olvídate del frío y disfruta de la mejor temporada del año! Denier: 120","Unica","#000000
#593b95
#df293d
#e5cbbd
#ffffff","http://chemisette.com.mx/comercio/termico/camiseta-termica/producto/beatle-chemisette-exterior","https://chemisette-web.s3.amazonaws.com/uploads/color/image/198/16539_1G.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/201/16539_22.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/200/16539_34.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/202/16539_80.jpg","-","-","-","-","-","-","-","-","-","-","-"
"16543","$321.30","Chic Top Chemisette Exterior","Manga larga /Cuello Alto Las térmicas son la tendencia que se ha convertido en una prenda indispensable para el invierno. Ahora en más colores y diseños para ampliar tu guardarropa durante la época de frío. ¡Cero transparencias, mucho color! Denier: 120","M/G","#000000
#003a6b","http://chemisette.com.mx/comercio/termico/camiseta-termica/producto/chic-top-chemisette-exterior","https://chemisette-web.s3.amazonaws.com/uploads/color/image/203/16543_90.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/204/16543_196.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16584","$411.00","Sara Top","Las transparencias, una tendencia de sensualidad para llevar con mucha clase y estilo.","M-G","#000000","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/sara-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1050/16584.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1993","$406.00","Pijama Luna Encajes con Algodón","Algodón para dormir. Ligeras y cómodas en pantalones con elástico que se ajustan al cuerpo sin oprimir.","Gde
E.Grande","#000000
#8c4080","http://chemisette.com.mx/comercio/intima/pijamas/producto/pijama-luna-encajes-con-algodon","https://chemisette-web.s3.amazonaws.com/uploads/color/image/206/1993_106_4.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/653/1993_90_1.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/655/P_1993_90_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/656/1993_106_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/657/1993_106_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/658/1993_106_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/205/1993_90_4.jpg","-","-","-","-","-","-","-","-"
"1996","$406.00","Pijama Alma con Algodón","Algodón para dormir. Ligeras y cómodas en pantalones con elástico que se ajustan al cuerpo sin oprimir.","Chica
Mediana","#06365d","http://chemisette.com.mx/comercio/intima/pijamas/producto/pijama-alma-con-algodon","https://chemisette-web.s3.amazonaws.com/uploads/color/image/640/1996_02_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/207/1996_02_2.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"20011","$206.50","Crossback Bra",,"32B
34B
34C
34D
36B
36C
36D","#d47070
#ecd0bd
#ffffff","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/crossback-bra","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1208/20011.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"20012","$206.50","Bra Strapless","Con almohadillas removibles para aumentar la copa 1 talla, refuerzo antideslizante de silicón doble que se adhiere a tu piel. Incluye tirantes desmontables.","32B
32C
34A
34B
34D
36A
36B","#000000
#ecd0bd","http://chemisette.com.mx/comercio/intima/bras/producto/bra-strapless","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1105/P_20012_90.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"20031","$259.00","Luxury Bra",,"32A
36A
36B
38B","#000000
#ffffff","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/luxury-bra","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1209/20031.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"21408","$279.30","Calcetín de Cobre para Diabéticos","Innovadores calcetines con fibras de Cobre Iónico que eliminan el 99.9% de bacterias y hongos. Especialmente indicada para diabéticos ya que acelera la reconstrucción de tejidos. Ayuda a la cicatrización de heridas previniendo infecciones. Elimina el mal olor, pie de atleta, hongos y las bacterias. La actividad anti-microbiana de la fibra no se desgasta con el uso de los calcetines y tampoco se pierde durante el lavado.","Unica","#ffffff","http://chemisette.com.mx/comercio/termico/medias-terapeuticas/producto/calcetin-de-cobre-para-diabeticos","https://chemisette-web.s3.amazonaws.com/uploads/color/image/209/21408_80.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"21411","$294.00","Calcetín de Cobre","Innovadores calcetines con fibras de Cobre Iónico que eliminan el 99.9% de bacterias y hongos. Especialmente indicada para diabéticos ya que acelera la reconstrucción de tejidos. Ayuda a la cicatrización de heridas previniendo infecciones. Elimina el mal olor, pie de atleta, hongos y las bacterias. La actividad anti-microbiana de la fibra no se desgasta con el uso de los calcetines y tampoco se pierde durante el lavado.","Unica","#000000","http://chemisette.com.mx/comercio/termico/medias-terapeuticas/producto/calcetin-de-cobre","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1048/21411oi2017_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1049/21411oi2017.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"25","$168.00","Full Cover Bra","Escote profundo de la talla 36 en adelante con extensión para aumentar una talla más del torso. Copas con costuras ocultas y tirantes desmontables que puedes cruzar por detrás.","34B
34C
34D
34DD
38D","#000000
#c8afa8","http://chemisette.com.mx/comercio/intima/bras/producto/full-cover-bra","https://chemisette-web.s3.amazonaws.com/uploads/color/image/211/P_23_93.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/210/25_90.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2721","$77.00","Pantufla Tin","Tin antiderrapante para descansar o dormir","Unica","#9976b9
#c72136
#ebc4be
#c7f3f0
#d6acd7","http://chemisette.com.mx/comercio/intima/fluffies/producto/pantufla-tin","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1474/2721_f17.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1475/2721_f16.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1477/2721_95.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1478/2721_97.jpg","-","-","-","-","-","-","-","-","-","-","-"
"28","$329.00","Laser Bra","El único brassiere de una pieza. Suavidad, sin costuras, ultraligero e invisible. Efecto ""push-up"" con perfecta sujeción. Delicados tirantes de spaguetti.","34A","#c8afa8","http://chemisette.com.mx/comercio/intima/bras/producto/laser-bra","https://chemisette-web.s3.amazonaws.com/uploads/color/image/213/28_93-copy.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3012","$264.00","Fabiana Top","Luce única, cómoda y a la moda. La combinación perfecta de la temporada. Colección Re-Evolución con propiedades únicas en microfibra hipoalergénica que mantiene su color, no guarda olores, es resistente al lavado, sin costuras que molesten y no pierde su forma con el tiempo.","Unica","#bda89f","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/fabiana-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/219/3012_110.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3013","$264.00","Rosella Top","Confortable diseño de rayas, que le dará color a tu look. Colección Re-Evolución con propiedades únicas en microfibra hipoalergénica que mantiene su color, no guarda olores, es resistente al lavado, sin costuras que molesten y no pierde su forma con el tiempo.","Unica","#ebb9b8","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/rosella-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/220/3013_111_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/713/3013_111_1.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3019","$330.00","Steffania Top","La elegida de la temporada. Enamórate de su suavidad. Colección Re-Evolución con propiedades únicas en microfibra hipoalergénica que mantiene su color, no guarda olores, es resistente al lavado, sin costuras que molesten y no pierde su forma con el tiempo.","Unica","#e83953","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/steffania-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/783/3019_117_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/784/3019_117_2.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1232/3019.jpg","-","-","-","-","-","-","-","-","-","-","-","-"
"3020","$330.00","Regina Top","Innovador corte amplio, largo y encantador que favorece en toda ocasión. Colección Re-Evolución con propiedades únicas en microfibra hipoalergénica que mantiene su color, no guarda olores, es resistente al lavado, sin costuras que molesten y no pierde su forma con el tiempo.","Unica","#98b8ce","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/regina-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/780/3020_112.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/781/3020_112_2.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1234/3020.jpg","-","-","-","-","-","-","-","-","-","-","-","-"
"3023","$264.00","Sylvana Top","Dale un toque de estilo a la temporada. Colección Re-Evolución con propiedades únicas en microfibra hipoalergénica que mantiene su color, no guarda olores, es resistente al lavado, sin costuras que molesten y no pierde su forma con el tiempo.","Unica","#000000
#006f62","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/sylvana-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/788/3023_122.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/789/3023_90.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3027","$288.00","Alina Top","¡Las rayas son tendencia! Microfibra strech de incomparable suavidad al tacto, muy fresca en corte amplio y exquisitamente cómoda.","Unica","#29446f","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/alina-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1332/alinacuelloV.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3029","$264.00","Victoria Top","Muy favorecedor diseño que disimula la silueta haciéndote lucir más delgada. Siempre en colores actuales, para un look clásico encantador.","Unica","#c72136
#f7f5f5","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/victoria-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1160/3029.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1161/_3029_95.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
